Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
maize,   217.40,     9.00,    41.16,   -96.47,   100.00,    45.05,    89.20,    16.46,   389.72,    97.70,     1.54,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,     0.61,     4.98,     0.04,   16.52,     1.90,   375.01,     4.37,     0.07,     0.03,    24.89,    25.31,    44.28,     1.27,    2.23,  139.31,   70.80,  389.60,   375.01,     4.98,    86.02,     0.00,     0.00,    -1.17,    14.26,     0.30,     1.00,     0.00,   23.46,    0.55,   23.46,   19.39,    11.67,     4.54,    18.80,     0.75,     0.84,    93.99,   768.93,   674.94,    42.85,     0.45,   89.20,   89.20,    0.00,   89.20,     0.73,   349.97,     74.55,  424.14,   89.42
maize,   217.44,    10.00,    41.16,   -96.47,   100.00,   145.96,   289.00,    16.70,   381.96,   100.00,     1.78,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    11.30,    15.77,     0.00,   16.91,     2.05,   286.75,     4.47,     0.19,     0.05,    78.87,    87.32,   138.22,     1.36,    2.14,  153.94,   75.56,  379.80,   286.75,    15.77,    88.74,     0.00,     0.00,    -0.86,    14.26,     0.30,     1.00,     0.00,   74.45,    0.54,   74.45,   62.83,    11.67,     4.54,    18.80,     0.85,     1.01,    96.02,   898.02,   802.01,   137.27,     0.46,  289.00,  289.00,    0.00,  289.00,     0.56,   409.16,     64.60,  491.35,   70.04
maize,   217.48,    11.00,    41.16,   -96.47,   100.00,   293.69,   581.50,    17.33,   370.56,   100.00,     2.94,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    26.29,    30.96,     0.00,   17.68,     2.63,   257.26,     4.67,     0.38,     0.15,   155.03,   197.16,   262.00,     1.39,    2.11,  174.46,   83.39,  366.32,   257.26,    31.01,    94.32,     0.00,     0.00,    -0.40,    14.26,     0.30,     0.95,     0.05,  148.04,    0.54,  148.04,  126.41,    11.67,     4.54,    18.80,     0.90,     1.13,    96.98,   970.75,   873.77,   274.45,     0.46,  581.50,  555.07,   26.43,  581.50,     0.44,   442.44,     56.90,  529.14,   55.63
maize,   217.52,    12.00,    41.16,   -96.47,   100.00,    84.70,   167.70,    17.51,   373.31,   100.00,     1.81,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,     4.63,     9.29,     0.00,   17.63,     2.06,   308.46,     4.66,     0.12,     0.02,    46.45,    52.36,    78.54,     1.40,    2.10,  144.82,   73.54,  372.43,   308.46,     9.29,    94.10,     0.00,     0.00,     0.20,    14.26,     0.30,     1.00,     0.00,   42.62,    0.54,   42.62,   36.46,    11.67,     4.54,    18.80,     0.91,     1.15,    97.11,   981.43,   884.32,    79.08,     0.46,  167.70,  167.70,    0.00,  167.70,     0.42,   447.32,     55.64,  534.69,   53.30
maize,   217.56,    13.00,    41.16,   -96.47,   100.00,   186.97,   370.20,    17.61,   370.25,   100.00,     2.23,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    15.32,    20.03,     0.00,   17.85,     2.29,   268.90,     4.72,     0.25,     0.07,   100.25,   113.31,   175.62,     1.37,    2.13,  159.45,   78.14,  367.63,   268.90,    20.05,    95.76,     0.00,     0.00,     0.72,    14.26,     0.30,     1.00,     0.00,   94.88,    0.54,   94.88,   80.48,    11.67,     4.54,    18.80,     0.87,     1.06,    96.44,   929.24,   832.79,   175.36,     0.46,  370.20,  370.20,    0.00,  370.20,     0.51,   423.45,     61.48,  507.57,   64.16
maize,   217.60,    14.00,    41.16,   -96.47,   100.00,   349.44,   691.90,    18.48,   360.01,    99.90,     3.28,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    32.06,    37.05,     0.00,   18.93,     2.78,   246.17,     4.99,     0.47,     0.24,   185.63,   253.54,   303.69,     1.31,    2.19,  182.36,   89.14,  354.46,   246.17,    37.13,   103.82,     0.00,     0.00,     1.08,    14.26,     0.30,     0.88,     0.12,  180.53,    0.55,  180.53,  150.41,    11.67,     4.54,    18.80,     0.78,     0.90,    94.82,   818.22,   723.40,   330.94,     0.45,  691.90,  612.32,   79.58,  691.90,     0.67,   372.59,     71.32,  449.82,   82.96
maize,   217.65,    15.00,    41.16,   -96.47,   100.00,   151.26,   299.50,    18.53,   364.94,    98.80,     3.34,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    11.41,    16.36,     0.03,   18.69,     2.80,   272.10,     4.94,     0.20,     0.09,    81.81,    79.19,   154.38,     1.19,    2.31,  154.10,   77.41,  363.35,   272.10,    16.36,   102.44,     0.00,     0.00,     1.33,    14.26,     0.30,     1.00,     0.00,   80.22,    0.55,   80.22,   65.11,    11.67,     4.54,    18.80,     0.66,     0.72,    91.77,   657.27,   565.50,   145.33,     0.45,  299.50,  299.50,    0.00,  299.50,     0.85,   298.62,     79.23,  365.82,   99.72
maize,   217.69,    16.00,    41.16,   -96.47,   100.00,   152.17,   301.30,    18.50,   362.63,    93.50,     3.10,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    11.61,    16.54,     0.14,   18.64,     2.70,   266.18,     4.93,     0.20,     0.30,    82.76,    71.07,   165.33,     0.99,    2.51,  154.38,   77.86,  360.80,   266.18,    16.55,   101.99,     0.00,     0.00,     1.52,    14.26,     0.30,     0.98,     0.02,   83.64,    0.56,   83.64,   65.50,    11.67,     4.54,    18.80,     0.50,     0.52,    86.18,   460.47,   374.29,   149.14,     0.44,  301.30,  295.19,    6.11,  301.30,     1.05,   207.57,     78.33,  262.12,  102.94
maize,   218.31,     7.00,    41.16,   -96.47,   100.00,    46.11,    91.30,    17.94,   402.33,    95.50,     1.89,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,     0.34,     5.09,     0.09,   17.99,     2.11,   393.75,     4.75,     0.06,     0.06,    25.45,    18.23,    52.90,     0.90,    2.60,  138.94,   72.15,  402.27,   393.75,     5.09,    96.90,     0.00,     0.00,    -1.58,    14.22,     0.30,     1.00,     0.00,   25.75,    0.56,   25.75,   19.85,    11.67,     4.56,    18.78,     0.44,     0.45,    83.18,   386.80,   303.62,    45.60,     0.44,   91.30,   91.30,    0.00,   91.30,     1.12,   173.16,     74.79,  222.68,   99.03
maize,   218.35,     8.00,    41.16,   -96.47,   100.00,   157.27,   311.40,    18.25,   395.08,    89.70,     2.07,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    12.11,    16.97,     0.22,   18.39,     2.21,   288.24,     4.86,     0.19,     0.42,    84.89,    78.24,   164.56,     1.13,    2.37,  155.05,   77.39,  392.93,   288.24,    16.98,   100.02,     0.00,     0.00,    -1.39,    14.22,     0.30,     1.00,     0.00,   84.35,    0.55,   84.35,   67.70,    11.67,     4.56,    18.78,     0.60,     0.65,    90.22,   591.55,   501.33,   152.04,     0.45,  311.40,  311.40,    0.00,  311.40,     0.92,   268.24,     80.26,  331.28,  102.95
maize,   218.40,     9.00,    41.16,   -96.47,   100.00,   205.71,   407.30,    18.67,   375.76,    83.00,     2.31,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    17.05,    22.03,     0.37,   18.79,     2.33,   255.51,     4.97,     0.23,     0.86,   110.21,   117.35,   201.06,     1.27,    2.23,  161.82,   79.96,  372.85,   255.51,    22.04,   103.29,     0.00,     0.00,    -1.17,    14.22,     0.30,     0.99,     0.01,  107.16,    0.55,  107.16,   88.54,    11.67,     4.56,    18.78,     0.74,     0.84,    93.96,   766.63,   672.66,   195.70,     0.45,  407.30,  404.40,    2.90,  407.30,     0.73,   348.83,     74.69,  422.84,   89.71
maize,   218.44,    10.00,    41.16,   -96.47,   100.00,   233.38,   462.10,    19.02,   367.50,    79.00,     2.34,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    19.81,    24.87,     0.46,   19.12,     2.35,   240.26,     5.07,     0.26,     1.18,   124.48,   142.49,   219.13,     1.35,    2.15,  165.59,   81.50,  364.12,   240.26,    24.90,   106.06,     0.00,     0.00,    -0.86,    14.22,     0.30,     0.99,     0.01,  119.08,    0.54,  119.08,  100.46,    11.67,     4.56,    18.78,     0.84,     1.01,    96.01,   895.83,   799.83,   219.54,     0.46,  462.10,  457.36,    4.74,  462.10,     0.57,   408.06,     64.83,  490.09,   70.48
maize,   218.48,    11.00,    41.16,   -96.47,   100.00,   336.57,   666.40,    19.44,   368.04,    73.20,     1.78,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    30.40,    35.59,     0.60,   19.57,     2.05,   220.47,     5.19,     0.34,     2.03,   178.23,   239.24,   291.33,     1.39,    2.11,  180.09,   87.91,  361.40,   220.47,    35.65,   109.72,     0.00,     0.00,    -0.39,    14.22,     0.30,     0.92,     0.08,  169.72,    0.54,  169.72,  144.87,    11.67,     4.56,    18.78,     0.90,     1.12,    96.97,   968.57,   871.60,   314.59,     0.46,  666.40,  614.33,   52.07,  666.40,     0.45,   441.33,     57.18,  527.89,   56.15
maize,   218.52,    12.00,    41.16,   -96.47,   100.00,   363.64,   720.00,    19.95,   363.72,    66.00,     0.26,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    33.08,    38.41,     0.79,   20.06,     0.78,   201.20,     5.33,     0.36,     2.57,   192.39,   267.71,   308.23,     1.40,    2.10,  183.75,   90.12,  344.32,   201.20,    38.48,   114.01,     0.00,     0.00,     0.20,    14.22,     0.30,     0.90,     0.10,  183.06,    0.54,  183.06,  156.52,    11.67,     4.56,    18.78,     0.91,     1.14,    97.10,   979.16,   882.06,   339.58,     0.46,  720.00,  649.97,   70.03,  720.00,     0.43,   446.17,     55.94,  533.39,   53.85
maize,   218.56,    13.00,    41.16,   -96.47,   100.00,   496.31,   982.70,    20.47,   363.43,    62.40,     0.87,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    46.19,    51.66,     0.90,   20.57,     1.43,   188.24,     5.47,     0.45,     3.77,   259.22,   432.59,   377.58,     1.37,    2.13,  201.70,  100.34,  346.38,   188.24,    51.84,   118.45,     0.00,     0.00,     0.72,    14.22,     0.30,     0.79,     0.21,  251.98,    0.54,  251.98,  213.63,    11.67,     4.56,    18.78,     0.87,     1.05,    96.43,   926.78,   830.35,   465.61,     0.46,  982.70,  772.08,  210.62,  982.70,     0.52,   422.22,     61.76,  506.18,   64.69
maize,   218.60,    14.00,    41.16,   -96.47,   100.00,   375.20,   742.90,    21.05,   361.65,    61.30,     0.95,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    34.43,    40.06,     0.96,   21.02,     1.50,   192.22,     5.63,     0.34,     3.07,   200.66,   282.84,   319.13,     1.30,    2.20,  185.61,   93.33,  350.16,   192.22,    40.13,   123.21,     0.00,     0.00,     1.08,    14.22,     0.30,     0.86,     0.14,  193.92,    0.55,  193.92,  161.50,    11.67,     4.56,    18.78,     0.78,     0.90,    94.79,   815.50,   720.70,   355.42,     0.45,  742.90,  640.87,  102.03,  742.90,     0.67,   371.25,     71.53,  448.30,   83.37
maize,   218.65,    15.00,    41.16,   -96.47,   100.00,   101.11,   200.20,    20.71,   364.19,    67.80,     0.80,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,     5.54,    11.07,     0.79,   20.69,     1.37,   279.68,     5.53,     0.11,     0.82,    55.37,    52.82,   103.32,     1.18,    2.32,  146.06,   77.26,  362.61,   279.68,    11.07,   120.17,     0.00,     0.00,     1.32,    14.22,     0.30,     1.00,     0.00,   53.65,    0.55,   53.65,   43.52,    11.67,     4.56,    18.78,     0.65,     0.71,    91.72,   654.24,   562.52,    97.17,     0.45,  200.20,  200.20,    0.00,  200.20,     0.86,   297.15,     79.31,  364.15,   99.92
maize,   218.69,    16.00,    41.16,   -96.47,   100.00,   284.70,   563.70,    20.80,   354.15,    66.70,     1.41,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    25.83,    31.40,     0.82,   20.83,     1.82,   207.85,     5.56,     0.29,     2.25,   157.21,   197.41,   267.04,     0.99,    2.51,  173.84,   91.72,  345.44,   207.85,    31.44,   121.18,     0.00,     0.00,     1.52,    14.22,     0.30,     0.83,     0.17,  156.59,    0.56,  156.59,  122.54,    11.67,     4.56,    18.78,     0.50,     0.52,    86.08,   457.16,   371.09,   279.13,     0.44,  563.70,  467.86,   95.84,  563.70,     1.05,   205.98,     78.20,  260.30,  102.82
maize,   219.31,     7.00,    41.16,   -96.47,   100.00,   222.17,   439.90,    17.76,   409.23,    93.80,     2.60,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    19.72,    24.48,     0.13,   18.08,     2.47,   289.26,     4.75,     0.27,     0.40,   122.52,   133.47,   224.73,     0.89,    2.61,  165.48,   84.48,  404.45,   289.26,    24.50,    96.81,     0.00,     0.00,    -1.57,    14.18,     0.29,     0.87,     0.13,  124.16,    0.56,  124.16,   95.63,    11.67,     4.57,    18.76,     0.44,     0.45,    83.08,   384.12,   301.04,   219.79,     0.44,  439.90,  382.18,   57.72,  439.90,     1.12,   171.86,     74.62,  221.19,   98.83
maize,   219.35,     8.00,    41.16,   -96.47,   100.00,   447.98,   887.00,    18.66,   380.47,    81.00,     2.94,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    42.21,    47.22,     0.41,   19.11,     2.63,   235.70,     5.01,     0.48,     2.04,   237.34,   407.80,   347.38,     1.13,    2.37,  196.25,  101.57,  370.16,   235.70,    47.47,   104.35,     0.00,     0.00,    -1.39,    14.18,     0.29,     0.71,     0.29,  240.37,    0.55,  240.37,  192.83,    11.67,     4.57,    18.76,     0.60,     0.65,    90.17,   589.04,   498.87,   433.20,     0.45,  887.00,  630.34,  256.66,  887.00,     0.92,   267.01,     80.27,  329.88,  103.03
maize,   219.40,     9.00,    41.16,   -96.47,   100.00,   599.34,  1186.70,    19.67,   364.73,    76.20,     2.77,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    54.88,    60.18,     0.54,   20.17,     2.55,   213.08,     5.30,     0.61,     3.33,   303.77,   626.38,   397.28,     1.27,    2.23,  213.60,  110.41,  351.24,   213.08,    60.75,   113.19,     0.00,     0.00,    -1.16,    14.18,     0.29,     0.63,     0.37,  312.34,    0.55,  312.34,  257.98,    11.67,     4.57,    18.76,     0.74,     0.84,    93.94,   764.29,   670.35,   570.32,     0.45, 1186.70,  752.12,  434.58, 1186.70,     0.74,   347.67,     74.83,  421.52,   90.01
maize,   219.44,    10.00,    41.16,   -96.47,   100.00,   741.26,  1467.70,    20.58,   355.39,    72.00,     2.38,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    64.70,    70.28,     0.68,   21.16,     2.37,   197.84,     5.58,     0.70,     4.66,   357.20,   870.28,   415.92,     1.35,    2.15,  227.04,  118.57,  337.98,   197.84,    71.44,   121.70,     0.00,     0.00,    -0.85,    14.18,     0.29,     0.54,     0.46,  378.37,    0.54,  378.37,  319.07,    11.67,     4.57,    18.76,     0.84,     1.00,    96.00,   893.60,   797.60,   697.44,     0.46, 1467.70,  794.33,  673.37, 1467.70,     0.57,   406.93,     65.07,  488.81,   70.92
maize,   219.48,    11.00,    41.16,   -96.47,   100.00,   752.07,  1489.10,    21.45,   350.57,    67.00,     2.48,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    66.36,    72.17,     0.84,   21.80,     2.42,   185.37,     5.81,     0.68,     5.46,   365.32,   867.38,   426.30,     1.39,    2.11,  229.31,  119.22,  333.56,   185.37,    73.06,   128.99,     0.00,     0.00,    -0.39,    14.18,     0.29,     0.56,     0.44,  379.40,    0.54,  379.40,  323.72,    11.67,     4.57,    18.76,     0.90,     1.12,    96.96,   966.34,   869.37,   703.12,     0.46, 1489.10,  834.15,  654.95, 1489.10,     0.45,   440.20,     57.47,  526.60,   56.68
maize,   219.52,    12.00,    41.16,   -96.47,   100.00,   814.49,  1612.70,    22.09,   347.26,    63.90,     2.75,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    69.99,    75.99,     0.96,   22.41,     2.54,   177.27,     6.01,     0.70,     6.29,   386.02,  1001.42,   418.81,     1.40,    2.10,  234.27,  124.00,  329.59,   177.27,    77.20,   135.14,     0.00,     0.00,     0.20,    14.18,     0.29,     0.50,     0.50,  410.19,    0.54,  410.19,  350.59,    11.67,     4.57,    18.76,     0.91,     1.14,    97.09,   976.82,   879.73,   760.78,     0.46, 1612.70,  803.22,  809.48, 1612.70,     0.43,   444.99,     56.25,  532.05,   54.42
maize,   219.56,    13.00,    41.16,   -96.47,   100.00,   636.26,  1259.80,    22.25,   346.10,    61.90,     2.54,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    58.66,    64.67,     1.02,   22.28,     2.44,   173.87,     6.02,     0.57,     5.42,   325.21,   654.09,   417.25,     1.37,    2.13,  218.76,  113.08,  331.93,   173.87,    65.04,   135.41,     0.00,     0.00,     0.72,    14.18,     0.29,     0.66,     0.34,  323.18,    0.54,  323.18,  273.87,    11.67,     4.57,    18.76,     0.87,     1.05,    96.42,   924.25,   827.83,   597.05,     0.46, 1259.80,  830.91,  428.89, 1259.80,     0.52,   420.95,     62.05,  504.74,   65.22
maize,   219.60,    14.00,    41.16,   -96.47,   100.00,   734.44,  1454.20,    23.14,   341.34,    60.90,     2.48,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    65.29,    71.61,     1.11,   23.24,     2.42,   169.75,     6.32,     0.64,     6.49,   361.98,   892.88,   399.01,     1.30,    2.20,  227.85,  124.80,  322.83,   169.75,    72.40,   145.13,     0.00,     0.00,     1.07,    14.18,     0.29,     0.51,     0.49,  379.78,    0.55,  379.78,  316.13,    11.67,     4.57,    18.76,     0.78,     0.89,    94.77,   812.69,   717.92,   695.91,     0.45, 1454.20,  736.28,  717.92, 1454.20,     0.68,   369.87,     71.74,  446.73,   83.80
maize,   219.65,    15.00,    41.16,   -96.47,   100.00,   694.04,  1374.20,    22.63,   346.58,    56.40,     2.65,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    60.25,    66.40,     1.20,   22.84,     2.50,   167.12,     6.15,     0.55,     6.15,   337.71,   909.86,   349.03,     1.18,    2.32,  220.94,  126.79,  327.72,   167.12,    67.54,   139.85,     0.00,     0.00,     1.32,    14.18,     0.29,     0.43,     0.57,  368.46,    0.55,  368.46,  298.74,    11.67,     4.57,    18.76,     0.65,     0.71,    91.67,   651.12,   559.45,   667.20,     0.45, 1374.20,  593.66,  780.54, 1374.20,     0.86,   295.64,     79.39,  362.43,  100.13
maize,   219.69,    16.00,    41.16,   -96.47,   100.00,   470.00,   930.60,    22.31,   345.48,    59.20,     3.01,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    43.99,    50.02,     1.10,   22.32,     2.66,   179.70,     6.03,     0.43,     4.38,   251.68,   509.58,   320.17,     0.98,    2.52,  198.70,  115.42,  331.64,   179.70,    50.34,   135.86,     0.00,     0.00,     1.51,    14.18,     0.29,     0.57,     0.43,  258.69,    0.56,  258.69,  202.30,    11.67,     4.57,    18.76,     0.49,     0.52,    85.97,   453.75,   367.79,   461.00,     0.44,  930.60,  533.20,  397.40,  930.60,     1.05,   204.34,     78.07,  258.42,  102.70
maize,   220.31,     7.00,    41.16,   -96.47,   100.00,   285.51,   565.30,    16.70,   439.27,    88.50,     0.43,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    26.74,    31.29,     0.22,   17.57,     1.01,   295.39,     4.55,     0.31,     0.82,   156.86,   210.32,   263.21,     0.89,    2.61,  175.08,   91.08,  420.77,   295.39,    31.37,    90.91,     0.00,     0.00,    -1.57,    14.15,     0.29,     0.78,     0.22,  159.66,    0.57,  159.66,  122.89,    11.66,     4.59,    18.74,     0.43,     0.45,    82.97,   381.41,   298.44,   282.55,     0.43,  565.30,  442.03,  123.27,  565.30,     1.12,   170.55,     74.44,  219.68,   98.62
maize,   220.35,     8.00,    41.16,   -96.47,   100.00,   469.34,   929.30,    18.15,   383.90,    75.10,     1.05,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    44.01,    48.90,     0.52,   18.78,     1.57,   226.99,     4.89,     0.48,     2.48,   246.22,   444.77,   352.61,     1.12,    2.38,  198.72,  103.13,  365.50,   226.99,    49.24,   100.82,     0.00,     0.00,    -1.38,    14.15,     0.29,     0.68,     0.32,  251.95,    0.55,  251.95,  202.02,    11.66,     4.59,    18.74,     0.60,     0.64,    90.12,   586.50,   496.38,   453.97,     0.45,  929.30,  635.78,  293.52,  929.30,     0.93,   265.77,     80.28,  328.47,  103.11
maize,   220.40,     9.00,    41.16,   -96.47,   100.00,   605.61,  1199.10,    19.39,   375.68,    66.70,     1.41,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    55.17,    60.38,     0.75,   19.89,     1.82,   202.53,     5.21,     0.54,     3.91,   305.17,   639.16,   397.50,     1.27,    2.23,  213.99,  110.45,  356.59,   202.53,    61.03,   110.47,     0.00,     0.00,    -1.16,    14.15,     0.29,     0.63,     0.37,  315.73,    0.55,  315.73,  260.67,    11.66,     4.59,    18.74,     0.74,     0.83,    93.92,   761.92,   668.00,   576.41,     0.45, 1199.10,  750.40,  448.70, 1199.10,     0.74,   346.49,     74.98,  420.18,   90.31
maize,   220.44,    10.00,    41.16,   -96.47,   100.00,   795.51,  1575.10,    20.61,   360.88,    64.10,     1.61,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    66.76,    72.35,     0.87,   21.28,     1.95,   186.36,     5.59,     0.66,     5.49,   371.15,   997.17,   404.20,     1.35,    2.15,  229.86,  121.67,  338.26,   186.36,    74.23,   121.87,     0.00,     0.00,    -0.84,    14.15,     0.29,     0.48,     0.52,  406.22,    0.54,  406.22,  342.41,    11.66,     4.59,    18.74,     0.84,     1.00,    95.99,   891.32,   795.33,   748.64,     0.46, 1575.10,  752.93,  822.17, 1575.10,     0.57,   405.78,     65.30,  487.50,   71.36
maize,   220.48,    11.00,    41.16,   -96.47,   100.00,   876.01,  1734.50,    21.67,   352.56,    62.10,     1.69,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    71.32,    77.22,     0.98,   22.28,     1.99,   177.18,     5.91,     0.70,     6.49,   397.01,  1160.81,   395.15,     1.39,    2.11,  236.09,  126.86,  328.57,   177.18,    79.40,   131.94,     0.00,     0.00,    -0.38,    14.15,     0.29,     0.42,     0.58,  442.11,    0.54,  442.11,  377.07,    11.66,     4.59,    18.74,     0.90,     1.11,    96.96,   964.05,   867.09,   819.18,     0.46, 1734.50,  728.39, 1006.11, 1734.50,     0.46,   439.04,     57.76,  525.28,   57.22
maize,   220.52,    12.00,    41.16,   -96.47,   100.00,   661.26,  1309.30,    22.34,   347.37,    60.60,     1.89,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    60.64,    66.68,     1.06,   22.36,     2.11,   171.10,     6.04,     0.58,     5.67,   335.43,   689.07,   424.02,     1.40,    2.10,  221.48,  114.11,  330.52,   171.10,    67.09,   136.20,     0.00,     0.00,     0.20,    14.15,     0.29,     0.65,     0.35,  333.17,    0.54,  333.17,  284.63,    11.66,     4.59,    18.74,     0.91,     1.13,    97.09,   974.42,   877.34,   617.80,     0.46, 1309.30,  853.03,  456.27, 1309.30,     0.44,   443.78,     56.56,  530.67,   54.99
maize,   220.56,    13.00,    41.16,   -96.47,   100.00,   608.64,  1205.10,    22.60,   346.84,    61.20,     1.74,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    56.47,    62.59,     1.06,   22.57,     2.02,   173.28,     6.12,     0.55,     5.34,   314.41,   606.60,   412.16,     1.37,    2.13,  215.77,  111.55,  330.61,   173.28,    62.88,   138.70,     0.00,     0.00,     0.71,    14.15,     0.29,     0.68,     0.32,  309.29,    0.54,  309.29,  261.98,    11.66,     4.59,    18.74,     0.86,     1.04,    96.41,   921.64,   825.23,   571.27,     0.46, 1205.10,  824.95,  380.15, 1205.10,     0.53,   419.65,     62.34,  503.26,   65.77
maize,   220.60,    14.00,    41.16,   -96.47,   100.00,   741.87,  1468.90,    23.24,   346.59,    60.20,     1.81,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    65.73,    72.08,     1.13,   23.37,     2.06,   171.33,     6.35,     0.64,     6.54,   364.48,   912.44,   396.33,     1.30,    2.20,  228.45,  125.71,  324.58,   171.33,    72.90,   146.26,     0.00,     0.00,     1.07,    14.15,     0.29,     0.50,     0.50,  383.81,    0.55,  383.81,  319.33,    11.66,     4.59,    18.74,     0.78,     0.89,    94.74,   809.80,   715.05,   703.14,     0.45, 1468.90,  727.56,  741.34, 1468.90,     0.68,   368.44,     71.96,  445.11,   84.23
maize,   220.65,    15.00,    41.16,   -96.47,   100.00,   488.79,   967.80,    22.78,   349.83,    59.30,     2.19,     3.50, 0,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -0.00,    46.11,    52.28,     1.13,   22.69,     2.27,   176.31,     6.17,     0.44,     4.58,   262.32,   460.96,   364.46,     1.18,    2.32,  201.60,  108.43,  336.75,   176.31,    52.46,   140.40,     0.00,     0.00,     1.31,    14.15,     0.29,     0.70,     0.30,  259.64,    0.55,  259.64,  210.39,    11.66,     4.59,    18.74,     0.65,     0.71,    91.62,   647.90,   556.28,   470.03,     0.45,  967.80,  673.69,  294.11,  967.80,     0.86,   294.08,     79.47,  360.65,  100.33
