189.3125,7,41.1797,-96.4397,100,379.4949495,751.4,20.51,395.91,78.8,3.49,2.483842499,0
189.3541667,8,41.1797,-96.4397,100,563.2828283,1115.3,22.7,377.79,72.9,4.02,2.491535744,0
189.3958333,9,41.1797,-96.4397,100,743.5858586,1472.3,24.69,367.05,67.4,3.77,2.49922897,0
189.4375,10,41.1797,-96.4397,100,865.4545455,1713.6,26.06,364.2,66.4,3.1,2.506922215,0
189.4791667,11,41.1797,-96.4397,100,965.3030303,1911.3,27.52,356.96,64.9,3.39,2.51461546,0
189.5208333,12,41.1797,-96.4397,100,988.8383838,1957.9,28.63,350.5,63.7,4.07,2.522308686,0
189.5625,13,41.1797,-96.4397,100,945.1515152,1871.4,29.13,348.21,60.8,4.75,2.530001931,0
189.6041667,14,41.1797,-96.4397,100,831.6666667,1646.7,29.56,352.82,53.1,4.65,2.537695176,0
189.6458333,15,41.1797,-96.4397,100,706.5151515,1398.9,29.75,353.97,51.1,4.62,2.545388402,0
189.6875,16,41.1797,-96.4397,100,536.010101,1061.3,29.86,357.19,49.2,4.24,2.553081647,0
190.3125,7,41.1797,-96.4397,100,349.5454545,692.1,22.31,405.03,80.8,3.21,2.668480227,0
190.3541667,8,41.1797,-96.4397,100,544.2929293,1077.7,24.46,388.78,73.3,3.89,2.676173472,0
190.3958333,9,41.1797,-96.4397,100,734.5959596,1454.5,26.44,382.33,68.3,4.01,2.683866698,0
190.4375,10,41.1797,-96.4397,100,859.1414141,1701.1,28.49,371.47,64.3,3.38,2.691559943,0
190.4791667,11,41.1797,-96.4397,100,977.1212121,1934.7,30.09,364.72,59.4,3.33,2.699253188,0
190.5208333,12,41.1797,-96.4397,100,1005.252525,1990.4,31.24,359.51,56.5,3.44,2.706946415,0
190.5625,13,41.1797,-96.4397,100,961.6161616,1904,31.82,356.64,54.9,3.63,2.714639659,0
190.6041667,14,41.1797,-96.4397,100,848.1313131,1679.3,32.1,353.25,54.5,3.63,2.722332904,0
190.6458333,15,41.1797,-96.4397,100,723.1818182,1431.9,32.11,354.19,52.4,3.53,2.730026131,0
190.6875,16,41.1797,-96.4397,100,558.4848485,1105.8,32.04,359.73,49.8,3,2.737719375,0
191.3125,7,41.1797,-96.4397,100,393.1313131,778.4,22.84,624,86.2,1.27,2.853117956,0
191.3541667,8,41.1797,-96.4397,100,574.5454545,1137.6,26.07,500.91,73.5,1.4,2.860811201,0
191.3958333,9,41.1797,-96.4397,100,760.8585859,1506.5,28.55,442.14,66.1,1.68,2.868504427,0
191.4375,10,41.1797,-96.4397,100,841.9191919,1667,30.5,402.78,57.1,1.39,2.876197672,0
191.4791667,11,41.1797,-96.4397,100,994.8989899,1969.9,31.62,387.49,54.5,1.48,2.883890917,0
191.5208333,12,41.1797,-96.4397,100,1015.858586,2011.4,32.25,381.87,51.9,1.47,2.891584143,0
191.5625,13,41.1797,-96.4397,100,983.8383838,1948,32.55,377.31,49.2,1.73,2.899277388,0
191.6041667,14,41.1797,-96.4397,100,850.0505051,1683.1,32.64,374.7,49.5,2.35,2.906970633,0
191.6458333,15,41.1797,-96.4397,100,711.3636364,1408.5,32.61,372.66,48.3,2.29,2.914663859,0
191.6875,16,41.1797,-96.4397,100,544.0909091,1077.3,32.28,370.81,51.3,2.56,2.922357104,0
192.3125,7,41.1797,-96.4397,100,374.2424242,741,25.59,417.47,79.8,3.14,3.037755684,0
192.3541667,8,41.1797,-96.4397,100,558.8888889,1106.6,27.9,395.84,73.7,3.42,3.045448929,0
192.3958333,9,41.1797,-96.4397,100,744.2424242,1473.6,29.88,380.55,67.4,3.84,3.053142155,0
192.4375,10,41.1797,-96.4397,100,870.959596,1724.5,31.24,372.61,63.2,4.08,3.0608354,0
192.4791667,11,41.1797,-96.4397,100,968.2323232,1917.1,31.94,368.21,59.4,5.03,3.068528645,0
192.5208333,12,41.1797,-96.4397,100,996.3636364,1972.8,32.4,365.86,58.5,5.2,3.076221871,0
192.5625,13,41.1797,-96.4397,100,930.5050505,1842.4,32.72,366.65,56.4,5.08,3.083915116,0
192.6041667,14,41.1797,-96.4397,100,844.4444444,1672,32.98,366.64,55,5.18,3.091608361,0
192.6458333,15,41.1797,-96.4397,100,714.2424242,1414.2,33.12,366.91,54.4,4.84,3.099301588,0
192.6875,16,41.1797,-96.4397,100,538.1313131,1065.5,33.04,368.28,55.5,4.04,3.106994832,0
193.3125,7,41.1797,-96.4397,100,384.6969697,761.7,26.68,426.73,77.7,2.93,3.222393413,0
193.3541667,8,41.1797,-96.4397,100,569.1919192,1127,28.44,407.76,73.6,2.46,3.230086657,0
193.3958333,9,41.1797,-96.4397,100,751.4646465,1487.9,30.04,388.34,68.7,3.61,3.237779884,0
193.4375,10,41.1797,-96.4397,100,873.4848485,1729.5,31.23,378.37,63.9,4.45,3.245473129,0
193.4791667,11,41.1797,-96.4397,100,963.2828283,1907.3,32.18,372.41,59.9,4.68,3.253166374,0
193.5208333,12,41.1797,-96.4397,100,989.2424242,1958.7,32.69,368.75,56.6,5.39,3.2608596,0
193.5625,13,41.1797,-96.4397,100,943.7373737,1868.6,33.21,366.69,54.6,4.84,3.268552845,0
