 0.71935533,0.71935533,0.543177254,0.543177254,9,9,0.81,0.81,0.5623859,0.5623859
1.198100136,1.198100136,0.438445581,0.438445581,9,9,0.81,0.81,0.477465527,0.477465527
1.598838943,1.598838943,0.370003957,0.370003957,9,9,0.81,0.81,0.460085679,0.460085679
1.896182025,1.896182025,0.278315038,0.278315038,9,9,0.81,0.81,0.457652891,0.457652891
1.801625661,1.801625661,0.251501688,0.251501688,9,9,0.81,0.81,0.470225815,0.470225815
2.184290675,2.184290675,0.262890791,0.262890791,9,9,0.81,0.81,0.483556652,0.483556652
2.178692305,2.178692305,0.280497749,0.280497749,9,9,0.81,0.81,0.487924909,0.487924909
1.993470352,1.993470352,0.309270315,0.309270315,9,9,0.81,0.81,0.511119099,0.511119099
1.843705344,1.843705344,0.323601461,0.323601461,9,9,0.81,0.81,0.552922561,0.552922561
1.328412881,1.328412881,0.393394412,0.393394412,9,9,0.81,0.81,0.594193991,0.594193991
0.720542522,0.720542522,0.539902032,0.539902032,9,9,0.81,0.81,0.614404277,0.614404277
1.138156206,1.138156206,0.433064943,0.433064943,9,9,0.81,0.81,0.523241646,0.523241646
1.515839101,1.515839101,0.364244994,0.364244994,9,9,0.81,0.81,0.504423111,0.504423111
1.782597566,1.782597566,0.274968818,0.274968818,9,9,0.81,0.81,0.483819578,0.483819578
1.985017752,1.985017752,0.239622723,0.239622723,9,9,0.81,0.81,0.477705998,0.477705998
2.063898348,2.063898348,0.262990182,0.262990182,9,9,0.81,0.81,0.484294063,0.484294063
2.129379769,2.129379769,0.274691789,0.274691789,9,9,0.81,0.81,0.500140746,0.500140746
2.139913572,2.139913572,0.303805198,0.303805198,9,9,0.81,0.81,0.527159487,0.527159487
1.924648354,1.924648354,0.3259134,0.3259134,9,9,0.81,0.81,0.56195336,0.56195336
1.470181013,1.470181013,0.404604765,0.404604765,9,9,0.81,0.81,0.600196181,0.600196181
0.71832245,0.71832245,0.535329637,0.535329637,9,9,0.81,0.81,0.592368831,0.592368831
1.208796643,1.208796643,0.431023538,0.431023538,9,9,0.81,0.81,0.521744401,0.521744401
1.622001818,1.622001818,0.365739635,0.365739635,9,9,0.81,0.81,0.501799326,0.501799326
1.878118931,1.878118931,0.275489,0.275489,9,9,0.81,0.81,0.4691972,0.4691972
2.08011042,2.08011042,0.243196729,0.243196729,9,9,0.81,0.81,0.474546241,0.474546241
2.237483264,2.237483264,0.260976588,0.260976588,9,9,0.81,0.81,0.477604473,0.477604473
2.02174784,2.02174784,0.267856048,0.267856048,9,9,0.81,0.81,0.516987971,0.516987971
1.625557657,1.625557657,0.307831853,0.307831853,9,9,0.81,0.81,0.530696673,0.530696673
1.682965129,1.682965129,0.333368572,0.333368572,9,9,0.81,0.81,0.553275057,0.553275057
1.335193575,1.335193575,0.417158273,0.417158273,9,9,0.81,0.81,0.60641638,0.60641638
0.121516639,0.121516639,0.651361443,0.651361443,9,9,0.81,0.81,0.506587676,0.506587676
0.97091722,0.97091722,0.432546874,0.432546874,9,9,0.81,0.81,0.513306777,0.513306777
1.422767015,1.422767015,0.383701421,0.383701421,9,9,0.81,0.81,0.495912565,0.495912565
1.653120538,1.653120538,0.278315038,0.278315038,9,9,0.81,0.81,0.444910372,0.444910372
1.482617627,1.482617627,0.289692988,0.289692988,9,9,0.81,0.81,0.471192406,0.471192406
0.709849722,0.709849722,0.470055466,0.470055466,9,9,0.81,0.81,0.493586137,0.493586137
0.969558981,0.969558981,0.334905265,0.334905265,9,9,0.81,0.81,0.505030862,0.505030862
1.395133291,1.395133291,0.366269976,0.366269976,9,9,0.81,0.81,0.516970565,0.516970565
1.19605945,1.19605945,0.383870671,0.383870671,9,9,0.81,0.81,0.536354422,0.536354422
1.036590278,1.036590278,0.453189654,0.453189654,9,9,0.81,0.81,0.589111492,0.589111492
