0.058483567,0.058483567,0.671380961,0.671380961,9.5,9.5,0.83,0.83,0.683477591,0.683477591,100
0.129795148,0.129795148,0.655997336,0.655997336,9.5,9.5,0.83,0.83,0.706175806,0.706175806,100
0.102428803,0.102428803,0.547141103,0.547141103,9.5,9.5,0.83,0.83,0.583249725,0.583249725,100
0.518000206,0.518000206,0.244891861,0.244891861,9.5,9.5,0.83,0.83,0.496992376,0.496992376,100
0.70000835,0.70000835,0.206871272,0.206871272,9.5,9.5,0.83,0.83,0.66995636,0.66995636,100
1.164395236,1.164395236,0.26996349,0.26996349,9.5,9.5,0.83,0.83,0.708517976,0.708517976,100
0.371025155,0.371025155,0.485416229,0.485416229,9.5,9.5,0.83,0.83,0.67148919,0.67148919,100
0.290721725,0.290721725,0.578024773,0.578024773,9.5,9.5,0.83,0.83,0.663870762,0.663870762,100
0.14478668,0.14478668,0.624793833,0.624793833,9.5,9.5,0.83,0.83,0.679585738,0.679585738,100
0.135169227,0.135169227,0.704509438,0.704509438,9.5,9.5,0.83,0.83,0.664845744,0.664845744,100
0.092882205,0.092882205,0.738079637,0.738079637,9.5,9.5,0.83,0.83,0.789642467,0.789642467,100
0.044365688,0.044365688,0.724463751,0.724463751,9.5,9.5,0.83,0.83,0.644854168,0.644854168,100
0.112487478,0.112487478,0.639263497,0.639263497,9.5,9.5,0.83,0.83,0.677962814,0.677962814,100
0.238713482,0.238713482,0.56655362,0.56655362,9.5,9.5,0.83,0.83,0.714300792,0.714300792,100
0.402991008,0.402991008,0.429714798,0.429714798,9.5,9.5,0.83,0.83,0.72034583,0.72034583,100
1.574176285,1.574176285,0.294844096,0.294844096,9.5,9.5,0.83,0.83,0.604529008,0.604529008,100
0.576701974,0.576701974,0.328600172,0.328600172,9.5,9.5,0.83,0.83,0.615640534,0.615640534,100
1.225353955,1.225353955,0.297630186,0.297630186,9.5,9.5,0.83,0.83,0.684852784,0.684852784,100
1.39130775,1.39130775,0.297206365,0.297206365,9.5,9.5,0.83,0.83,0.611654001,0.611654001,100
0.628328996,0.628328996,0.488608584,0.488608584,9.5,9.5,0.83,0.83,0.67504874,0.67504874,100
0.081737214,0.081737214,0.706654405,0.706654405,9.5,9.5,0.83,0.83,0.624451726,0.624451726,100
0.105565535,0.105565535,0.673489043,0.673489043,9.5,9.5,0.83,0.83,0.652081483,0.652081483,100
0.137791051,0.137791051,0.596716262,0.596716262,9.5,9.5,0.83,0.83,0.67381171,0.67381171,100
0.848314245,0.848314245,0.384036165,0.384036165,9.5,9.5,0.83,0.83,0.622507075,0.622507075,100
0.612041511,0.612041511,0.370138303,0.370138303,9.5,9.5,0.83,0.83,0.69635455,0.69635455,100
0.277913237,0.277913237,0.517071792,0.517071792,9.5,9.5,0.83,0.83,0.555146392,0.555146392,100
0.33549969,0.33549969,0.483299589,0.483299589,9.5,9.5,0.83,0.83,0.499411933,0.499411933,100
0.428749742,0.428749742,0.37917837,0.37917837,9.5,9.5,0.83,0.83,0.469529808,0.469529808,100
0.309475263,0.309475263,0.511453528,0.511453528,9.5,9.5,0.83,0.83,0.428585534,0.428585534,100
0.258338924,0.258338924,0.566822797,0.566822797,9.5,9.5,0.83,0.83,0.657600799,0.657600799,100
0.316404127,0.316404127,0.631777154,0.631777154,9.5,9.5,0.83,0.83,0.652447542,0.652447542,100
0.163754294,0.163754294,0.670870906,0.670870906,9.5,9.5,0.83,0.83,0.651608562,0.651608562,100
