Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
soybean,   201.65,    15.00,    41.16,   -96.47,   100.00,   695.15,  1376.40,    27.52,   344.72,    63.70,     2.24,     4.23, 0,     2.57,     2.57,     0.49,     0.66,     9.50,     9.50,     0.83,     0.83,    1.55,    33.98,    35.13,     1.33,   26.58,     2.92,   256.82,     1.15,     0.18,     6.82,    51.57,   767.38,   253.93,     1.34,    2.89,   39.97,    0.00,  328.79,   256.82,     0.00,     0.00,     0.00,     0.00,     1.39,    14.76,     0.36,     0.47,     0.53,  366.35,    0.55,  366.35,  299.22,    11.67,     4.29,    19.05,     0.69,     0.76,    92.34,   693.25,   600.91,   665.56,     0.45, 1376.40,  651.40,  725.00, 1376.40,     0.81,   316.02,     78.06,  385.59,   96.90
soybean,   201.69,    16.00,    41.16,   -96.47,   100.00,   556.41,  1101.70,    28.08,   346.29,    63.20,     2.45,     4.24, 0,     2.45,     2.45,     0.50,     0.68,     9.50,     9.50,     0.83,     0.83,    1.49,    35.12,    36.31,     1.40,   26.91,     3.06,   257.59,     1.19,     0.18,     7.05,    53.49,   742.64,   204.59,     1.04,    3.21,   40.63,    0.00,  330.54,   257.59,     0.00,     0.00,     0.00,     0.00,     1.58,    14.76,     0.36,     0.49,     0.51,  303.35,    0.56,  303.35,  239.50,    11.67,     4.29,    19.05,     0.53,     0.56,    87.36,   500.21,   412.85,   542.85,     0.44, 1101.70,  534.60,  567.10, 1101.70,     1.01,   226.64,     79.51,  283.89,  103.88
soybean,   202.31,     7.00,    41.16,   -96.47,   100.00,   333.38,   660.10,    20.76,   435.61,    90.50,     2.83,     4.37, 0,     1.21,     1.21,     0.62,     0.69,     9.50,     9.50,     0.83,     0.83,    1.74,    19.11,    19.83,     0.23,   21.38,     3.28,   356.42,     0.72,     0.10,     1.24,    23.28,   356.56,   177.75,     0.91,    3.45,   30.55,    0.00,  427.64,   356.42,     0.00,     0.00,     0.00,     0.00,    -1.63,    14.73,     0.36,     0.75,     0.25,  184.51,    0.56,  184.51,  143.50,    11.67,     4.31,    19.04,     0.47,     0.49,    84.69,   426.17,   341.47,   328.01,     0.44,  660.10,  495.05,  165.05,  660.10,     1.08,   192.10,     76.96,  244.41,  101.54
soybean,   202.35,     8.00,    41.16,   -96.47,   100.00,   512.12,  1014.00,    22.81,   385.19,    81.20,     3.37,     4.37, 0,     2.27,     2.27,     0.57,     0.67,     9.50,     9.50,     0.83,     0.83,    1.54,    36.37,    37.19,     0.52,   22.83,     3.58,   302.89,     0.82,     0.19,     3.61,    46.48,   512.54,   244.32,     1.24,    3.13,   32.99,    0.00,  371.29,   302.89,     0.00,     0.00,     0.00,     0.00,    -1.46,    14.73,     0.36,     0.66,     0.34,  272.87,    0.55,  272.87,  220.43,    11.67,     4.31,    19.04,     0.63,     0.69,    90.90,   627.64,   536.74,   493.31,     0.45, 1014.00,  668.89,  345.11, 1014.00,     0.88,   285.70,     79.83,  351.13,  101.35
soybean,   202.40,     9.00,    41.16,   -96.47,   100.00,   641.62,  1270.40,    24.41,   371.33,    72.30,     3.56,     4.38, 0,     3.06,     3.06,     0.54,     0.65,     9.50,     9.50,     0.83,     0.83,    1.44,    49.00,    49.89,     0.85,   23.66,     3.68,   282.63,     0.89,     0.25,     6.08,    64.49,   593.11,   285.26,     1.52,    2.87,   34.44,    0.00,  353.11,   282.63,     0.00,     0.00,     0.00,     0.00,    -1.24,    14.73,     0.36,     0.61,     0.39,  332.36,    0.55,  332.36,  276.17,    11.67,     4.31,    19.04,     0.77,     0.88,    94.30,   799.34,   705.03,   608.54,     0.45, 1270.40,  770.13,  500.27, 1270.40,     0.69,   364.86,     72.50,  441.04,   85.30
soybean,   202.44,    10.00,    41.16,   -96.47,   100.00,   866.97,  1716.60,    25.74,   365.17,    67.30,     3.37,     4.39, 0,     3.68,     3.68,     0.48,     0.65,     9.50,     9.50,     0.83,     0.83,    1.43,    54.79,    55.75,     1.08,   24.62,     3.58,   272.59,     0.97,     0.28,     7.93,    74.12,   808.45,   277.01,     1.71,    2.68,   36.20,    0.00,  344.23,   272.59,     0.00,     0.00,     0.00,     0.00,    -0.94,    14.73,     0.36,     0.41,     0.59,  440.04,    0.54,  440.04,  373.17,    11.67,     4.31,    19.04,     0.87,     1.06,    96.19,   926.01,   829.83,   813.21,     0.46, 1716.60,  705.79, 1010.81, 1716.60,     0.52,   423.05,     61.57,  507.12,   64.33
soybean,   202.48,    11.00,    41.16,   -96.47,   100.00,   906.92,  1795.70,    26.74,   362.36,    64.40,     3.03,     4.40, 0,     4.18,     4.18,     0.48,     0.65,     9.50,     9.50,     0.83,     0.83,    1.44,    60.03,    61.04,     1.25,   25.14,     3.40,   266.60,     1.01,     0.31,     8.97,    82.46,   803.24,   284.40,     1.82,    2.58,   37.17,    0.00,  338.16,   266.60,     0.00,     0.00,     0.00,     0.00,    -0.45,    14.73,     0.36,     0.40,     0.60,  454.97,    0.54,  454.97,  390.37,    11.67,     4.31,    19.04,     0.93,     1.18,    97.09,   997.50,   900.41,   845.34,     0.46, 1795.70,  720.48, 1075.22, 1795.70,     0.39,   455.82,     53.38,  544.35,   49.12
soybean,   202.52,    12.00,    41.16,   -96.47,   100.00,   899.90,  1781.80,    27.24,   361.72,    61.50,     3.31,     4.41, 0,     3.78,     3.78,     0.48,     0.65,     9.50,     9.50,     0.83,     0.83,    1.48,    52.02,    53.09,     1.39,   25.68,     3.55,   265.61,     1.06,     0.25,     8.98,    72.45,   786.37,   290.18,     1.84,    2.57,   38.19,    0.00,  341.65,   265.61,     0.00,     0.00,     0.00,     0.00,     0.23,    14.73,     0.36,     0.42,     0.58,  450.65,    0.54,  450.65,  387.35,    11.67,     4.31,    19.04,     0.93,     1.21,    97.21,  1008.28,   911.07,   838.00,     0.46, 1781.80,  740.25, 1041.55, 1781.80,     0.37,   460.77,     52.01,  549.96,   46.61
soybean,   202.56,    13.00,    41.16,   -96.47,   100.00,   683.84,  1354.00,    27.18,   361.30,    61.50,     3.07,     4.42, 0,     3.59,     3.59,     0.55,     0.64,     9.50,     9.50,     0.83,     0.83,    1.47,    52.39,    53.42,     1.39,   25.35,     3.42,   264.95,     1.03,     0.25,     8.55,    72.37,   568.85,   312.45,     1.76,    2.65,   37.58,    0.00,  340.32,   264.95,     0.00,     0.00,     0.00,     0.00,     0.79,    14.73,     0.36,     0.63,     0.37,  345.31,    0.54,  345.31,  294.35,    11.67,     4.31,    19.04,     0.89,     1.11,    96.60,   957.53,   860.94,   639.66,     0.46, 1354.00,  847.43,  506.57, 1354.00,     0.46,   437.50,     58.14,  523.54,   57.93
soybean,   202.60,    14.00,    41.16,   -96.47,   100.00,   640.96,  1269.10,    27.39,   360.00,    62.70,     2.46,     4.42, 0,     1.86,     1.86,     0.55,     0.65,     9.50,     9.50,     0.83,     0.83,    1.42,    27.41,    28.57,     1.36,   26.65,     3.06,   269.37,     1.16,     0.13,     5.70,    39.39,   565.01,   292.77,     1.60,    2.83,   40.11,    0.00,  347.74,   269.37,     0.00,     0.00,     0.00,     0.00,     1.15,    14.73,     0.36,     0.63,     0.37,  329.38,    0.54,  329.38,  275.89,    11.67,     4.31,    19.04,     0.81,     0.94,    95.09,   849.15,   754.05,   605.27,     0.46, 1269.10,  797.96,  471.14, 1269.10,     0.63,   387.76,     68.76,  467.04,   77.97
soybean,   202.65,    15.00,    41.16,   -96.47,   100.00,   627.07,  1241.60,    27.79,   359.71,    62.70,     2.50,     4.43, 0,     2.88,     2.88,     0.53,     0.66,     9.50,     9.50,     0.83,     0.83,    1.39,    44.54,    45.65,     1.39,   26.20,     3.09,   265.49,     1.11,     0.22,     7.75,    62.62,   643.33,   257.43,     1.35,    3.08,   39.22,    0.00,  339.94,   265.49,     0.00,     0.00,     0.00,     0.00,     1.39,    14.73,     0.36,     0.56,     0.44,  330.56,    0.55,  330.56,  269.91,    11.67,     4.31,    19.04,     0.69,     0.76,    92.31,   691.67,   599.36,   600.47,     0.45, 1241.60,  697.93,  543.67, 1241.60,     0.81,   315.26,     78.12,  384.73,   97.04
soybean,   202.69,    16.00,    41.16,   -96.47,   100.00,   560.61,  1110.00,    27.91,   361.84,    60.20,     2.24,     4.44, 0,     2.68,     2.68,     0.49,     0.69,     9.50,     9.50,     0.83,     0.83,    1.48,    39.89,    41.03,     1.50,   26.43,     2.92,   265.43,     1.14,     0.18,     7.58,    56.43,   749.92,   195.47,     1.04,    3.41,   39.66,    0.00,  343.14,   265.43,     0.00,     0.00,     0.00,     0.00,     1.58,    14.73,     0.36,     0.48,     0.52,  305.74,    0.56,  305.74,  241.30,    11.67,     4.31,    19.04,     0.53,     0.56,    87.31,   498.46,   411.14,   547.05,     0.44, 1110.00,  527.40,  582.60, 1110.00,     1.01,   225.80,     79.47,  282.94,  103.85
soybean,   203.31,     7.00,    41.16,   -96.47,   100.00,   214.80,   425.30,    19.98,   435.56,    94.90, -9999.00,     4.57, 0,     0.56,     0.56,     0.69,     0.71,     9.50,     9.50,     0.83,     0.83,    1.70,     9.06,     9.79,     0.12,   21.49,     0.62,   352.42,     0.73,     0.05,     0.58,    11.03,   178.52,   131.16,     0.91,    3.65,   30.75,    0.00,  415.45,   352.42,     0.00,     0.00,     0.00,     0.00,    -1.63,    14.70,     0.36,     0.90,     0.10,  118.94,    0.56,  118.94,   92.46,    11.67,     4.32,    19.03,     0.47,     0.49,    84.61,   423.92,   339.32,   211.40,     0.44,  425.30,  381.77,   43.53,  425.30,     1.08,   191.03,     76.85,  243.19,  101.42
soybean,   203.35,     8.00,    41.16,   -96.47,   100.00,   492.07,   974.30,    22.01,   411.93,    86.00,     1.45,     4.58, 0,     2.12,     2.12,     0.58,     0.67,     9.50,     9.50,     0.83,     0.83,    1.54,    35.26,    36.06,     0.37,   22.45,     2.35,   323.21,     0.79,     0.18,     2.70,    42.03,   475.74,   233.88,     1.25,    3.33,   32.32,    0.00,  391.38,   323.21,     0.00,     0.00,     0.00,     0.00,    -1.45,    14.70,     0.36,     0.68,     0.32,  262.28,    0.55,  262.28,  211.80,    11.67,     4.32,    19.03,     0.63,     0.69,    90.86,   625.61,   534.75,   474.09,     0.45,  974.30,  664.07,  310.23,  974.30,     0.88,   284.73,     79.86,  350.03,  101.46
soybean,   203.40,     9.00,    41.16,   -96.47,   100.00,   616.92,  1221.50,    23.92,   379.03,    76.00,     2.80,     4.58, 0,     2.84,     2.84,     0.56,     0.65,     9.50,     9.50,     0.83,     0.83,    1.43,    47.00,    47.86,     0.71,   23.41,     3.27,   290.51,     0.87,     0.24,     5.10,    58.38,   552.76,   275.15,     1.53,    3.06,   34.00,    0.00,  359.32,   290.51,     0.00,     0.00,     0.00,     0.00,    -1.24,    14.70,     0.36,     0.63,     0.37,  319.67,    0.55,  319.67,  265.54,    11.67,     4.32,    19.03,     0.77,     0.88,    94.28,   797.54,   703.26,   585.21,     0.45, 1221.50,  771.46,  450.04, 1221.50,     0.69,   363.99,     72.63,  440.06,   85.55
soybean,   203.44,    10.00,    41.16,   -96.47,   100.00,   775.76,  1536.00,    25.27,   365.57,    68.30,     2.65,     4.59, 0,     3.49,     3.49,     0.52,     0.65,     9.50,     9.50,     0.83,     0.83,    1.44,    53.27,    54.19,     1.02,   24.14,     3.18,   272.66,     0.93,     0.27,     7.13,    68.27,   681.59,   292.11,     1.73,    2.86,   35.31,    0.00,  342.61,   272.66,     0.00,     0.00,     0.00,     0.00,    -0.93,    14.70,     0.36,     0.52,     0.48,  393.85,    0.54,  393.85,  333.91,    11.67,     4.32,    19.03,     0.87,     1.05,    96.17,   924.42,   828.24,   727.76,     0.46, 1536.00,  796.73,  739.27, 1536.00,     0.52,   422.27,     61.75,  506.23,   64.66
soybean,   203.48,    11.00,    41.16,   -96.47,   100.00,   761.06,  1506.90,    26.00,   367.18,    65.10,     1.98,     4.60, 0,     2.90,     2.90,     0.53,     0.64,     9.50,     9.50,     0.83,     0.83,    1.44,    43.37,    44.35,     1.17,   24.85,     2.75,   272.48,     0.99,     0.21,     6.70,    56.52,   626.28,   307.83,     1.84,    2.76,   36.61,    0.00,  345.55,   272.48,     0.00,     0.00,     0.00,     0.00,    -0.45,    14.70,     0.36,     0.56,     0.44,  381.90,    0.54,  381.90,  327.59,    11.67,     4.32,    19.03,     0.92,     1.18,    97.08,   996.04,   898.96,   709.48,     0.46, 1506.90,  848.18,  658.72, 1506.90,     0.39,   455.11,     53.57,  543.54,   49.48
soybean,   203.52,    12.00,    41.16,   -96.47,   100.00,   848.94,  1680.90,    26.82,   367.58,    61.50,     1.18,     4.61, 0,     4.00,     4.00,     0.50,     0.65,     9.50,     9.50,     0.83,     0.83,    1.51,    55.77,    56.76,     1.36,   24.89,     2.12,   262.95,     0.99,     0.28,     7.88,    73.23,   717.99,   296.05,     1.86,    2.75,   36.70,    0.00,  331.55,   262.95,     0.00,     0.00,     0.00,     0.00,     0.22,    14.70,     0.36,     0.47,     0.53,  425.23,    0.54,  425.23,  365.41,    11.67,     4.32,    19.03,     0.93,     1.20,    97.21,  1006.88,   909.68,   790.65,     0.46, 1680.90,  796.79,  884.11, 1680.90,     0.37,   460.08,     52.21,  549.18,   46.96
soybean,   203.56,    13.00,    41.16,   -96.47,   100.00,   828.54,  1640.50,    27.45,   363.88,    57.80,     1.59,     4.62, 0,     3.26,     3.26,     0.50,     0.65,     9.50,     9.50,     0.83,     0.83,    1.46,    46.32,    47.37,     1.54,   25.60,     2.46,   262.17,     1.06,     0.21,     8.15,    61.94,   725.53,   288.10,     1.78,    2.83,   38.05,    0.00,  338.11,   262.17,     0.00,     0.00,     0.00,     0.00,     0.79,    14.70,     0.36,     0.47,     0.53,  418.48,    0.54,  418.48,  356.63,    11.67,     4.32,    19.03,     0.89,     1.10,    96.59,   956.12,   859.53,   775.11,     0.46, 1640.50,  777.82,  862.68, 1640.50,     0.47,   436.81,     58.31,  522.75,   58.24
soybean,   203.60,    14.00,    41.16,   -96.47,   100.00,   773.33,  1531.20,    27.94,   359.34,    58.00,     1.80,     4.63, 0,     3.48,     3.48,     0.50,     0.66,     9.50,     9.50,     0.83,     0.83,    1.41,    51.64,    52.72,     1.58,   25.79,     2.62,   258.31,     1.07,     0.24,     8.87,    69.47,   730.57,   270.80,     1.61,    3.02,   38.41,    0.00,  332.33,   258.31,     0.00,     0.00,     0.00,     0.00,     1.14,    14.70,     0.36,     0.48,     0.52,  397.50,    0.54,  397.50,  332.87,    11.67,     4.32,    19.03,     0.81,     0.94,    95.08,   847.64,   752.56,   730.37,     0.46, 1531.20,  737.09,  794.11, 1531.20,     0.63,   387.02,     68.89,  466.21,   78.22
soybean,   203.65,    15.00,    41.16,   -96.47,   100.00,   642.58,  1272.30,    28.17,   359.96,    57.80,     1.40,     4.63, 0,     3.13,     3.13,     0.52,     0.67,     9.50,     9.50,     0.83,     0.83,    1.42,    47.68,    48.77,     1.61,   25.93,     2.31,   258.27,     1.09,     0.22,     8.17,    64.35,   662.03,   246.88,     1.35,    3.28,   38.69,    0.00,  331.68,   258.27,     0.00,     0.00,     0.00,     0.00,     1.39,    14.70,     0.36,     0.54,     0.46,  338.83,    0.55,  338.83,  276.59,    11.67,     4.32,    19.03,     0.68,     0.75,    92.29,   690.01,   597.72,   615.42,     0.45, 1272.30,  688.82,  583.48, 1272.30,     0.82,   314.46,     78.18,  383.82,   97.18
soybean,   203.69,    16.00,    41.16,   -96.47,   100.00,   515.51,  1020.70,    28.14,   357.28,    60.30,     1.59,     4.64, 0,     2.15,     2.15,     0.53,     0.69,     9.50,     9.50,     0.83,     0.83,    1.50,    31.52,    32.70,     1.51,   26.81,     2.46,   262.98,     1.18,     0.14,     6.36,    43.53,   636.96,   198.11,     1.03,    3.61,   40.43,    0.00,  339.74,   262.98,     0.00,     0.00,     0.00,     0.00,     1.57,    14.70,     0.36,     0.55,     0.45,  281.25,    0.56,  281.25,  221.89,    11.67,     4.32,    19.03,     0.53,     0.56,    87.26,   496.61,   409.35,   503.14,     0.44, 1020.70,  561.07,  459.63, 1020.70,     1.01,   224.92,     79.43,  281.93,  103.83
soybean,   204.31,     7.00,    41.16,   -96.47,   100.00,   103.84,   205.60,    21.74,   524.76,    91.10, -9999.00,     4.77, 0,     0.32,     0.32,     0.74,     0.74,     9.50,     9.50,     0.83,     0.83,    1.59,     5.67,     6.45,     0.23,   22.28,     0.62,   438.10,     0.78,     0.03,     0.33,     6.70,    68.01,    68.01,     0.91,    3.86,   32.04,    0.00,  512.17,   438.10,     0.00,     0.00,     0.00,     0.00,    -1.63,    14.68,     0.35,     1.00,     0.00,   57.53,    0.56,   57.53,   44.70,    11.68,     4.34,    19.01,     0.47,     0.49,    84.52,   421.65,   337.13,   102.22,     0.44,  205.60,  205.60,    0.00,  205.60,     1.08,   189.94,     76.74,  241.94,  101.30
soybean,   204.35,     8.00,    41.16,   -96.47,   100.00,   184.24,   364.80,    22.58,   459.20,    82.00,     1.95,     4.78, 0,     0.50,     0.50,     0.72,     0.72,     9.50,     9.50,     0.83,     0.83,    1.60,     8.62,     9.43,     0.49,   22.75,     2.73,   377.16,     0.82,     0.04,     0.87,    10.16,   123.09,   119.24,     1.25,    3.53,   32.84,    0.00,  454.87,   377.16,     0.00,     0.00,     0.00,     0.00,    -1.45,    14.68,     0.35,     0.99,     0.01,   98.24,    0.55,   98.24,   79.30,    11.68,     4.34,    19.01,     0.63,     0.68,    90.82,   623.55,   532.73,   177.55,     0.45,  364.80,  359.88,    4.92,  364.80,     0.89,   283.74,     79.90,  348.91,  101.56
soybean,   204.40,     9.00,    41.16,   -96.47,   100.00,   319.44,   632.50,    24.00,   408.62,    76.10,     2.63,     4.78, 0,     1.75,     1.75,     0.67,     0.69,     9.50,     9.50,     0.83,     0.83,    1.50,    30.73,    31.59,     0.71,   23.42,     3.17,   318.85,     0.87,     0.13,     3.26,    35.88,   228.07,   191.18,     1.53,    3.25,   34.04,    0.00,  395.32,   318.85,     0.00,     0.00,     0.00,     0.00,    -1.23,    14.68,     0.35,     0.91,     0.09,  165.58,    0.55,  165.58,  137.50,    11.68,     4.34,    19.01,     0.77,     0.88,    94.26,   795.71,   701.45,   303.08,     0.45,  632.50,  572.83,   59.67,  632.50,     0.70,   363.11,     72.76,  439.06,   85.81
soybean,   204.44,    10.00,    41.16,   -96.47,   100.00,   253.89,   502.70,    24.41,   392.88,    75.80,     1.99,     4.79, 0,     0.82,     0.82,     0.70,     0.70,     9.50,     9.50,     0.83,     0.83,    1.56,    13.42,    14.36,     0.74,   24.27,     2.75,   312.53,     0.94,     0.06,     1.88,    16.60,   168.94,   163.16,     1.74,    3.05,   35.55,    0.00,  386.20,   312.53,     0.00,     0.00,     0.00,     0.00,    -0.93,    14.68,     0.35,     0.98,     0.02,  128.93,    0.54,  128.93,  109.28,    11.68,     4.34,    19.01,     0.87,     1.05,    96.16,   922.78,   826.62,   238.22,     0.46,  502.70,  491.75,   10.95,  502.70,     0.52,   421.47,     61.93,  505.33,   65.00
soybean,   204.48,    11.00,    41.16,   -96.47,   100.00,   446.97,   885.00,    25.57,   378.70,    73.20,     1.43,     4.80, 0,     2.10,     2.10,     0.64,     0.66,     9.50,     9.50,     0.83,     0.83,    1.47,    34.12,    35.09,     0.88,   24.70,     2.33,   288.71,     0.97,     0.16,     4.17,    41.86,   318.33,   249.98,     1.86,    2.94,   36.35,    0.00,  358.68,   288.71,     0.00,     0.00,     0.00,     0.00,    -0.44,    14.68,     0.35,     0.84,     0.16,  224.35,    0.54,  224.35,  192.39,    11.68,     4.34,    19.01,     0.92,     1.18,    97.07,   994.54,   897.47,   416.74,     0.46,  885.00,  743.89,  141.11,  885.00,     0.39,   454.37,     53.77,  542.70,   49.85
soybean,   204.52,    12.00,    41.16,   -96.47,   100.00,   407.22,   806.30,    25.78,   364.59,    72.10,     1.69,     4.81, 0,     1.41,     1.41,     0.65,     0.67,     9.50,     9.50,     0.83,     0.83,    1.52,    21.85,    22.87,     0.93,   25.27,     2.54,   282.13,     1.02,     0.10,     3.42,    27.74,   284.31,   235.59,     1.88,    2.93,   37.41,    0.00,  352.80,   282.13,     0.00,     0.00,     0.00,     0.00,     0.22,    14.68,     0.35,     0.87,     0.13,  204.03,    0.54,  204.03,  175.28,    11.68,     4.34,    19.01,     0.93,     1.20,    97.20,  1005.43,   908.24,   379.31,     0.46,  806.30,  704.40,  101.90,  806.30,     0.37,   459.36,     52.40,  548.37,   47.33
soybean,   204.56,    13.00,    41.16,   -96.47,   100.00,   749.70,  1484.40,    27.07,   354.72,    71.90,     2.48,     4.82, 0,     2.35,     2.35,     0.53,     0.65,     9.50,     9.50,     0.83,     0.83,    1.48,    33.12,    34.27,     1.01,   26.53,     3.07,   271.64,     1.15,     0.16,     5.54,    43.13,   623.39,   290.96,     1.80,    3.02,   39.87,    0.00,  339.96,   271.64,     0.00,     0.00,     0.00,     0.00,     0.78,    14.68,     0.35,     0.56,     0.44,  378.76,    0.54,  378.76,  322.70,    11.68,     4.34,    19.01,     0.89,     1.10,    96.58,   954.64,   858.06,   701.46,     0.46, 1484.40,  830.05,  654.35, 1484.40,     0.47,   436.09,     58.49,  521.93,   58.58
soybean,   204.60,    14.00,    41.16,   -96.47,   100.00,   809.49,  1602.80,    27.95,   350.46,    70.60,     2.97,     4.83, 0,     3.15,     3.15,     0.49,     0.66,     9.50,     9.50,     0.83,     0.83,    1.43,    45.40,    46.59,     1.11,   26.93,     3.36,   264.93,     1.19,     0.22,     7.29,    59.61,   777.65,   251.63,     1.62,    3.21,   40.67,    0.00,  331.98,   264.93,     0.00,     0.00,     0.00,     0.00,     1.14,    14.68,     0.35,     0.43,     0.57,  416.20,    0.54,  416.20,  348.43,    11.68,     4.34,    19.01,     0.81,     0.94,    95.06,   846.06,   750.99,   764.64,     0.46, 1602.80,  696.17,  906.63, 1602.80,     0.63,   386.25,     69.02,  465.33,   78.49
soybean,   204.65,    15.00,    41.16,   -96.47,   100.00,   612.68,  1213.10,    28.08,   346.47,    71.20,     2.71,     4.84, 0,     2.70,     2.70,     0.54,     0.67,     9.50,     9.50,     0.83,     0.83,    1.55,    36.93,    38.14,     1.09,   27.14,     3.21,   263.92,     1.21,     0.18,     6.17,    49.00,   606.96,   241.33,     1.36,    3.48,   41.08,    0.00,  330.73,   263.92,     0.00,     0.00,     0.00,     0.00,     1.38,    14.68,     0.35,     0.58,     0.42,  323.16,    0.55,  323.16,  263.72,    11.68,     4.34,    19.01,     0.68,     0.75,    92.26,   688.25,   596.00,   586.88,     0.45, 1213.10,  700.52,  512.58, 1213.10,     0.82,   313.62,     78.24,  382.86,   97.33
soybean,   204.69,    16.00,    41.16,   -96.47,   100.00,   420.30,   832.20,    27.94,   346.20,    69.60,     3.12,     4.84, 0,     1.30,     1.30,     0.59,     0.69,     9.50,     9.50,     0.83,     0.83,    1.61,    17.43,    18.70,     1.14,   27.63,     3.45,   268.42,     1.27,     0.08,     3.80,    24.06,   442.47,   191.14,     1.03,    3.81,   42.11,    0.00,  339.28,   268.42,     0.00,     0.00,     0.00,     0.00,     1.57,    14.68,     0.35,     0.68,     0.32,  229.40,    0.56,  229.40,  180.91,    11.68,     4.34,    19.01,     0.53,     0.56,    87.20,   494.66,   407.46,   410.31,     0.44,  832.20,  569.86,  262.34,  832.20,     1.01,   223.98,     79.38,  280.87,  103.80
soybean,   205.31,     7.00,    41.16,   -96.47,   100.00,   296.57,   587.20,    18.74,   446.55,    90.50,     2.11,     4.97, 0,     0.93,     0.93,     0.65,     0.70,     9.50,     9.50,     0.83,     0.83,    1.73,    15.71,    16.30,     0.21,   19.37,     2.84,   366.65,     0.60,     0.07,     0.90,    16.31,   284.17,   151.36,     0.91,    4.06,   27.45,    0.00,  438.96,   366.65,     0.00,     0.00,     0.00,     0.00,    -1.63,    14.65,     0.35,     0.79,     0.21,  164.38,    0.56,  164.38,  127.65,    11.68,     4.35,    19.00,     0.47,     0.48,    84.44,   419.34,   334.91,   292.04,     0.44,  587.20,  466.23,  120.97,  587.20,     1.09,   188.84,     76.62,  240.68,  101.17
soybean,   205.35,     8.00,    41.16,   -96.47,   100.00,   444.24,   879.60,    21.31,   406.83,    81.10,     2.28,     4.98, 0,     1.87,     1.87,     0.61,     0.68,     9.50,     9.50,     0.83,     0.83,    1.55,    32.04,    32.76,     0.48,   21.37,     2.95,   320.05,     0.72,     0.14,     2.80,    34.66,   396.06,   211.53,     1.25,    3.73,   30.55,    0.00,  391.94,   320.05,     0.00,     0.00,     0.00,     0.00,    -1.45,    14.65,     0.35,     0.73,     0.27,  236.96,    0.55,  236.96,  191.22,    11.68,     4.35,    19.00,     0.63,     0.68,    90.78,   621.46,   530.68,   428.18,     0.45,  879.60,  644.38,  235.22,  879.60,     0.89,   282.74,     79.93,  347.77,  101.67
soybean,   205.40,     9.00,    41.16,   -96.47,   100.00,   598.89,  1185.80,    23.69,   386.57,    71.80,     1.52,     4.99, 0,     2.62,     2.62,     0.57,     0.66,     9.50,     9.50,     0.83,     0.83,-23665.13,    -1.07,     0.00,     0.83,   25.77,     2.41,   473.17,     1.07,     0.00,     0.24,    -0.00,   514.95,   256.64,     1.54,    3.45,   38.38,    0.00,  387.18,   473.17,     0.00,     0.00,     0.00,     0.00,    -1.23,    14.65,     0.35,     0.65,     0.35,  310.52,    0.55,  310.52,  257.78,    11.68,     4.35,    19.00,     0.77,     0.87,    94.24,   793.85,   699.61,   568.30,     0.45, 1185.80,  769.13,  416.67, 1185.80,     0.70,   362.21,     72.89,  438.04,   86.07
soybean,   205.44,    10.00,    41.16,   -96.47,   100.00,   852.27,  1687.50,    25.48,   364.77,    62.40,     2.55,     4.99, 0,     3.33,     3.33,     0.49,     0.66,     9.50,     9.50,     0.83,     0.83,    1.36,    53.64,    54.55,     1.22,   24.02,     3.12,   267.30,     0.92,     0.23,     8.06,    63.50,   767.27,   255.52,     1.76,    3.24,   35.09,    0.00,  341.20,   267.30,     0.00,     0.00,     0.00,     0.00,    -0.92,    14.65,     0.35,     0.43,     0.57,  432.94,    0.54,  432.94,  366.85,    11.68,     4.35,    19.00,     0.87,     1.05,    96.15,   921.11,   824.96,   799.79,     0.46, 1687.50,  720.27,  967.23, 1687.50,     0.52,   420.66,     62.11,  504.40,   65.35
