Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
soybean,   171.31,     7.00,    41.16,   -96.47,   100.00,    42.83,    84.80,    19.88,   419.22,    99.90,     1.37,     1.25, 0,     0.09,     0.09,     0.74,     0.74,     9.50,     9.50,     0.83,     0.83,    1.58,     1.25,     1.90,     0.00,   20.22,     2.29,   378.33,     0.65,     0.04,     0.03,     7.54,    58.53,    58.53,     0.72,    0.54,   28.73,    0.00,  418.47,   378.33,     0.00,     0.00,     0.00,     0.00,    -1.67,    15.14,     0.41,     1.00,     0.00,   23.47,    0.56,   23.47,   18.43,    11.59,     4.02,    19.16,     0.51,     0.54,    86.63,   474.50,   387.87,    41.91,     0.44,   84.80,   84.80,    0.00,   84.80,     1.03,   214.24,     78.80,  269.74,  103.37
soybean,   171.35,     8.00,    41.16,   -96.47,   100.00,    52.73,   104.40,    18.95,   403.61,    99.90,     4.28,     1.26, 0,     0.04,     0.04,     0.74,     0.74,     9.50,     9.50,     0.83,     0.83,    1.29,     0.52,     1.11,     0.00,   19.21,     4.04,   377.99,     0.59,     0.03,     0.01,     4.36,    72.37,    72.37,     0.82,    0.44,   27.22,    0.00,  403.43,   377.99,     0.00,     0.00,     0.00,     0.00,    -1.49,    15.14,     0.41,     1.00,     0.00,   27.89,    0.55,   27.89,   22.70,    11.59,     4.02,    19.16,     0.67,     0.73,    92.03,   671.61,   579.57,    50.59,     0.45,  104.40,  104.40,    0.00,  104.40,     0.84,   305.43,     78.82,  373.56,   98.70
soybean,   171.40,     9.00,    41.16,   -96.47,   100.00,   119.24,   236.10,    18.44,   394.05,    99.90,     3.66,     1.26, 0,     0.11,     0.11,     0.70,     0.70,     9.50,     9.50,     0.83,     0.83,    1.36,     1.92,     2.50,     0.00,   19.06,     3.74,   348.65,     0.58,     0.05,     0.06,     9.92,   164.02,   164.02,     0.89,    0.37,   27.01,    0.00,  393.34,   348.65,     0.00,     0.00,     0.00,     0.00,    -1.28,    15.14,     0.41,     1.00,     0.00,   61.41,    0.54,   61.41,   51.33,    11.59,     4.02,    19.16,     0.80,     0.93,    95.07,   837.46,   742.40,   112.73,     0.46,  236.10,  236.10,    0.00,  236.10,     0.64,   381.67,     69.82,  460.13,   80.04
soybean,   171.44,    10.00,    41.16,   -96.47,   100.00,   183.43,   363.20,    18.55,   391.29,    99.90,     3.52,     1.27, 0,     0.24,     0.24,     0.66,     0.66,     9.50,     9.50,     0.83,     0.83,    1.43,     4.12,     4.73,     0.00,   19.50,     3.66,   337.27,     0.60,     0.10,     0.16,    18.89,   252.51,   252.51,     0.94,    0.33,   27.65,    0.00,  389.75,   337.27,     0.00,     0.00,     0.00,     0.00,    -0.97,    15.14,     0.41,     1.00,     0.00,   92.65,    0.54,   92.65,   78.96,    11.59,     4.02,    19.16,     0.89,     1.10,    96.76,   957.89,   861.13,   171.61,     0.46,  363.20,  363.20,    0.00,  363.20,     0.47,   436.85,     58.30,  522.80,   58.22
soybean,   171.48,    11.00,    41.16,   -96.47,   100.00,   330.40,   654.20,    19.41,   390.38,    99.50,     4.41,     1.27, 0,     0.40,     0.40,     0.59,     0.60,     9.50,     9.50,     0.83,     0.83,    1.44,     6.24,     6.93,     0.01,   20.86,     4.10,   332.80,     0.69,     0.14,     0.38,    28.17,   447.04,   426.88,     0.96,    0.31,   29.72,    0.00,  388.29,   332.80,     0.00,     0.00,     0.00,     0.00,    -0.44,    15.14,     0.41,     0.93,     0.07,  165.10,    0.54,  165.10,  142.22,    11.59,     4.02,    19.16,     0.94,     1.24,    97.55,  1023.39,   925.84,   307.31,     0.46,  654.20,  611.21,   42.99,  654.20,     0.34,   466.82,     50.30,  556.85,   43.46
soybean,   171.52,    12.00,    41.16,   -96.47,   100.00,   530.66,  1050.70,    20.08,   385.19,    88.80,     4.50,     1.28, 0,     1.57,     1.57,     0.51,     0.55,     9.50,     9.50,     0.83,     0.83,    1.21,    26.95,    27.67,     0.26,   21.39,     4.14,   311.64,     0.72,     0.52,     2.64,   114.86,   687.53,   579.36,     0.96,    0.32,   30.58,    0.00,  376.28,   311.64,     0.00,     0.00,     0.00,     0.00,     0.31,    15.14,     0.41,     0.78,     0.22,  264.91,    0.54,  264.91,  228.41,    11.59,     4.02,    19.16,     0.95,     1.25,    97.61,  1028.96,   931.35,   493.33,     0.46, 1050.70,  818.51,  232.19, 1050.70,     0.32,   469.37,     49.56,  559.74,   42.12
soybean,   171.56,    13.00,    41.16,   -96.47,   100.00,   473.03,   936.60,    20.34,   381.76,    80.70,     5.12,     1.28, 0,     0.58,     0.58,     0.53,     0.56,     9.50,     9.50,     0.83,     0.83,    1.23,     9.50,    10.24,     0.46,   21.80,     4.42,   311.18,     0.75,     0.18,     1.46,    42.64,   623.26,   537.31,     0.95,    0.33,   31.25,    0.00,  378.81,   311.18,     0.00,     0.00,     0.00,     0.00,     0.90,    15.14,     0.41,     0.82,     0.18,  238.29,    0.54,  238.29,  203.61,    11.59,     4.02,    19.16,     0.91,     1.13,    96.96,   974.18,   877.22,   441.89,     0.46,  936.60,  763.73,  172.87,  936.60,     0.44,   444.31,     56.42,  531.27,   54.74
soybean,   171.60,    14.00,    41.16,   -96.47,   100.00,   525.66,  1040.80,    22.70,   378.40,    75.30,     5.50,     1.29, 0,     1.23,     1.23,     0.51,     0.56,     9.50,     9.50,     0.83,     0.83,    1.37,    17.31,    18.20,     0.68,   23.73,     4.58,   299.95,     0.89,     0.29,     3.00,    78.65,   698.99,   547.10,     0.91,    0.37,   34.58,    0.00,  373.22,   299.95,     0.00,     0.00,     0.00,     0.00,     1.24,    15.14,     0.41,     0.74,     0.26,  269.58,    0.54,  269.58,  226.26,    11.59,     4.02,    19.16,     0.82,     0.96,    95.46,   863.21,   767.75,   495.85,     0.46, 1040.80,  773.83,  266.97, 1040.80,     0.61,   393.48,     67.71,  473.54,   75.95
soybean,   171.65,    15.00,    41.16,   -96.47,   100.00,   526.41,  1042.30,    22.83,   377.60,    72.20,     7.18,     1.29, 0,     1.39,     1.39,     0.50,     0.57,     9.50,     9.50,     0.83,     0.83,    1.22,    22.24,    23.11,     0.77,   23.50,     5.23,   295.33,     0.87,     0.36,     3.79,    99.59,   735.78,   505.58,     0.85,    0.44,   34.16,    0.00,  371.78,   295.33,     0.00,     0.00,     0.00,     0.00,     1.46,    15.14,     0.41,     0.68,     0.32,  276.96,    0.55,  276.96,  226.59,    11.59,     4.02,    19.16,     0.70,     0.77,    92.72,   704.75,   612.02,   503.55,     0.45, 1042.30,  712.71,  329.59, 1042.30,     0.80,   320.69,     77.67,  390.89,   96.03
soybean,   171.69,    16.00,    41.16,   -96.47,   100.00,   262.12,   519.00,    20.77,   383.31,    76.30,     8.01,     1.30, 0,     0.63,     0.63,     0.62,     0.64,     9.50,     9.50,     0.83,     0.83,    1.35,    11.16,    11.87,     0.58,   21.28,     5.53,   308.17,     0.71,     0.19,     1.55,    48.62,   372.72,   314.71,     0.75,    0.54,   30.39,    0.00,  380.54,   308.17,     0.00,     0.00,     0.00,     0.00,     1.64,    15.14,     0.41,     0.88,     0.12,  142.61,    0.56,  142.61,  112.83,    11.59,     4.02,    19.16,     0.54,     0.57,    87.88,   512.05,   424.17,   255.44,     0.44,  519.00,  456.74,   62.26,  519.00,     1.00,   231.68,     79.74,  289.65,  103.98
soybean,   172.31,     7.00,    41.16,   -96.47,   100.00,    65.96,   130.60,    15.95,   387.77,    99.90,     8.67,     1.34, 0,     0.08,     0.08,     0.73,     0.73,     9.50,     9.50,     0.83,     0.83,    1.25,     1.69,     2.13,     0.00,   16.18,     5.75,   344.88,     0.44,     0.05,     0.02,     7.73,    88.06,    88.06,     0.74,    0.60,   23.12,    0.00,  387.37,   344.88,     0.00,     0.00,     0.00,     0.00,    -1.67,    15.14,     0.41,     1.00,     0.00,   36.15,    0.56,   36.15,   28.39,    11.60,     4.02,    19.17,     0.51,     0.54,    86.59,   473.76,   387.17,    64.54,     0.44,  130.60,  130.60,    0.00,  130.60,     1.04,   213.94,     78.78,  269.40,  103.35
soybean,   172.35,     8.00,    41.16,   -96.47,   100.00,    91.52,   181.20,    16.49,   387.55,    99.90,     6.47,     1.34, 0,     0.11,     0.11,     0.72,     0.72,     9.50,     9.50,     0.83,     0.83,    1.30,     2.08,     2.55,     0.00,   16.85,     4.97,   341.79,     0.47,     0.06,     0.03,     9.35,   122.80,   122.80,     0.85,    0.49,   23.97,    0.00,  386.98,   341.79,     0.00,     0.00,     0.00,     0.00,    -1.50,    15.14,     0.41,     1.00,     0.00,   48.42,    0.55,   48.42,   39.39,    11.60,     4.02,    19.17,     0.67,     0.73,    92.00,   670.90,   578.89,    87.81,     0.45,  181.20,  181.20,    0.00,  181.20,     0.84,   305.17,     78.84,  373.26,   98.74
soybean,   172.40,     9.00,    41.16,   -96.47,   100.00,   155.86,   308.60,    16.86,   385.52,    99.90,     6.92,     1.34, 0,     0.14,     0.14,     0.68,     0.68,     9.50,     9.50,     0.83,     0.83,    1.35,     2.54,     3.04,     0.00,   17.46,     5.14,   337.56,     0.50,     0.06,     0.06,    11.20,   209.75,   209.75,     0.93,    0.41,   24.77,    0.00,  384.84,   337.56,     0.00,     0.00,     0.00,     0.00,    -1.28,    15.14,     0.41,     1.00,     0.00,   80.27,    0.54,   80.27,   67.09,    11.60,     4.02,    19.17,     0.80,     0.93,    95.04,   836.85,   741.81,   147.36,     0.46,  308.60,  308.60,    0.00,  308.60,     0.64,   381.47,     69.86,  459.90,   80.10
soybean,   172.44,    10.00,    41.16,   -96.47,   100.00,   390.15,   772.50,    17.78,   380.00,    99.90,     7.31,     1.34, 0,     0.85,     0.85,     0.57,     0.58,     9.50,     9.50,     0.83,     0.83,    1.25,    15.95,    16.52,     0.00,   19.00,     5.28,   318.38,     0.58,     0.33,     0.67,    62.77,   514.00,   466.50,     0.97,    0.37,   26.91,    0.00,  375.86,   318.38,     0.00,     0.00,     0.00,     0.00,    -0.97,    15.14,     0.41,     0.88,     0.12,  197.07,    0.54,  197.07,  167.93,    11.60,     4.02,    19.17,     0.89,     1.10,    96.73,   957.43,   860.69,   365.00,     0.46,  772.50,  678.85,   93.65,  772.50,     0.47,   436.73,     58.33,  522.66,   58.28
soybean,   172.48,    11.00,    41.16,   -96.47,   100.00,   409.75,   811.30,    18.49,   377.37,    99.90,     6.38,     1.35, 0,     0.61,     0.61,     0.56,     0.58,     9.50,     9.50,     0.83,     0.83,    1.39,     9.77,    10.40,     0.00,   19.90,     4.93,   318.93,     0.63,     0.21,     0.52,    39.88,   535.63,   487.77,     1.00,    0.35,   28.24,    0.00,  374.65,   318.93,     0.00,     0.00,     0.00,     0.00,    -0.45,    15.14,     0.41,     0.87,     0.13,  204.74,    0.54,  204.74,  176.37,    11.60,     4.02,    19.17,     0.94,     1.23,    97.53,  1023.12,   925.59,   381.11,     0.46,  811.30,  709.26,  102.04,  811.30,     0.34,   466.79,     50.31,  556.81,   43.48
soybean,   172.52,    12.00,    41.16,   -96.47,   100.00,   232.02,   459.40,    18.96,   377.09,    96.20,     4.94,     1.35, 0,     0.28,     0.28,     0.64,     0.64,     9.50,     9.50,     0.83,     0.83,    1.11,     6.08,     6.71,     0.08,   19.91,     4.34,   319.94,     0.63,     0.13,     0.37,    25.67,   312.64,   312.64,     1.00,    0.35,   28.26,    0.00,  375.17,   319.94,     0.00,     0.00,     0.00,     0.00,     0.31,    15.14,     0.41,     1.00,     0.00,  115.83,    0.54,  115.83,   99.87,    11.60,     4.02,    19.17,     0.95,     1.25,    97.59,  1028.91,   931.31,   215.70,     0.46,  459.40,  459.40,    0.00,  459.40,     0.32,   469.44,     49.54,  559.82,   42.08
soybean,   172.56,    13.00,    41.16,   -96.47,   100.00,   267.93,   530.50,    18.53,   381.73,    94.30,     6.38,     1.35, 0,     0.34,     0.34,     0.62,     0.63,     9.50,     9.50,     0.83,     0.83,    1.00,     8.23,     8.83,     0.12,   19.45,     4.93,   320.94,     0.60,     0.17,     0.53,    33.51,   358.63,   351.83,     0.98,    0.37,   27.57,    0.00,  379.44,   320.94,     0.00,     0.00,     0.00,     0.00,     0.90,    15.14,     0.41,     0.97,     0.03,  134.96,    0.54,  134.96,  115.33,    11.60,     4.02,    19.17,     0.91,     1.13,    96.95,   974.35,   877.41,   250.28,     0.46,  530.50,  516.83,   13.67,  530.50,     0.44,   444.48,     56.38,  531.46,   54.66
soybean,   172.60,    14.00,    41.16,   -96.47,   100.00,   396.92,   785.90,    18.60,   379.57,    90.60,     6.74,     1.35, 0,     0.43,     0.43,     0.56,     0.59,     9.50,     9.50,     0.83,     0.83,    0.94,    10.28,    10.90,     0.20,   19.79,     5.07,   315.52,     0.62,     0.20,     0.93,    41.64,   525.58,   460.92,     0.94,    0.41,   28.07,    0.00,  376.79,   315.52,     0.00,     0.00,     0.00,     0.00,     1.23,    15.14,     0.41,     0.86,     0.14,  203.54,    0.54,  203.54,  170.85,    11.60,     4.02,    19.17,     0.82,     0.96,    95.45,   863.61,   768.16,   374.39,     0.46,  785.90,  672.17,  113.73,  785.90,     0.61,   393.75,     67.66,  473.84,   75.86
soybean,   172.65,    15.00,    41.16,   -96.47,   100.00,   237.83,   470.90,    19.17,   376.11,    88.90,     6.33,     1.36, 0,     0.31,     0.31,     0.64,     0.64,     9.50,     9.50,     0.83,     0.83,    0.86,     8.99,     9.62,     0.25,   19.88,     4.91,   312.43,     0.63,     0.17,     0.78,    36.80,   319.34,   304.84,     0.88,    0.48,   28.22,    0.00,  373.60,   312.43,     0.00,     0.00,     0.00,     0.00,     1.46,    15.14,     0.41,     0.96,     0.04,  125.11,    0.55,  125.11,  102.37,    11.60,     4.02,    19.17,     0.70,     0.77,    92.72,   705.34,   612.62,   227.48,     0.45,  470.90,  450.11,   20.79,  470.90,     0.80,   321.03,     77.64,  391.28,   95.97
soybean,   172.69,    16.00,    41.16,   -96.47,   100.00,   183.18,   362.70,    19.38,   376.13,    89.60,     5.76,     1.36, 0,     0.26,     0.26,     0.67,     0.67,     9.50,     9.50,     0.83,     0.83,    1.32,     4.84,     5.47,     0.23,   20.01,     4.69,   317.82,     0.63,     0.10,     0.43,    20.85,   247.60,   234.79,     0.77,    0.59,   28.42,    0.00,  374.71,   317.82,     0.00,     0.00,     0.00,     0.00,     1.64,    15.14,     0.41,     0.96,     0.04,   99.65,    0.56,   99.65,   78.85,    11.60,     4.02,    19.17,     0.54,     0.57,    87.89,   512.79,   424.90,   178.49,     0.44,  362.70,  348.93,   13.77,  362.70,     1.00,   232.07,     79.75,  290.09,  103.99
soybean,   173.31,     7.00,    41.16,   -96.47,   100.00,   125.51,   248.50,    16.12,   396.81,    89.60,     5.04,     1.40, 0,     0.32,     0.32,     0.70,     0.70,     9.50,     9.50,     0.83,     0.83,    1.30,     6.99,     7.45,     0.19,   16.54,     4.38,   332.29,     0.46,     0.13,     0.41,    26.24,   164.88,   164.88,     0.75,    0.64,   23.57,    0.00,  394.62,   332.29,     0.00,     0.00,     0.00,     0.00,    -1.67,    15.15,     0.41,     1.00,     0.00,   68.80,    0.56,   68.80,   54.02,    11.60,     4.03,    19.17,     0.51,     0.53,    86.55,   472.96,   386.41,   122.82,     0.44,  248.50,  248.50,    0.00,  248.50,     1.04,   213.61,     78.76,  269.02,  103.33
soybean,   173.35,     8.00,    41.16,   -96.47,   100.00,    93.59,   185.30,    15.93,   395.43,    92.20,     3.88,     1.40, 0,     0.16,     0.16,     0.72,     0.72,     9.50,     9.50,     0.83,     0.83,    1.30,     3.53,     3.98,     0.14,   16.33,     3.85,   339.20,     0.45,     0.07,     0.19,    13.91,   123.58,   123.58,     0.88,    0.52,   23.31,    0.00,  394.17,   339.20,     0.00,     0.00,     0.00,     0.00,    -1.50,    15.15,     0.41,     1.00,     0.00,   49.52,    0.55,   49.52,   40.28,    11.60,     4.03,    19.17,     0.67,     0.73,    91.97,   670.13,   578.16,    89.80,     0.45,  185.30,  185.30,    0.00,  185.30,     0.84,   304.88,     78.86,  372.92,   98.79
soybean,   173.40,     9.00,    41.16,   -96.47,   100.00,   158.69,   314.20,    16.88,   392.40,    87.30,     3.46,     1.40, 0,     0.39,     0.39,     0.68,     0.68,     9.50,     9.50,     0.83,     0.83,    1.29,     8.45,     8.95,     0.24,   17.47,     3.63,   325.15,     0.50,     0.15,     0.63,    31.89,   210.16,   210.16,     0.95,    0.45,   24.78,    0.00,  389.21,   325.15,     0.00,     0.00,     0.00,     0.00,    -1.28,    15.15,     0.41,     1.00,     0.00,   81.73,    0.54,   81.73,   68.30,    11.60,     4.03,    19.17,     0.80,     0.93,    95.01,   836.19,   741.17,   150.04,     0.46,  314.20,  314.20,    0.00,  314.20,     0.65,   381.24,     69.89,  459.64,   80.18
soybean,   173.44,    10.00,    41.16,   -96.47,   100.00,   153.84,   304.60,    17.52,   389.83,    86.30,     3.06,     1.40, 0,     0.38,     0.38,     0.68,     0.68,     9.50,     9.50,     0.83,     0.83,    1.29,     8.18,     8.71,     0.27,   18.10,     3.42,   322.47,     0.53,     0.15,     0.67,    31.26,   204.05,   204.05,     1.00,    0.40,   25.63,    0.00,  386.55,   322.47,     0.00,     0.00,     0.00,     0.00,    -0.98,    15.15,     0.41,     1.00,     0.00,   77.71,    0.54,   77.71,   66.22,    11.60,     4.03,    19.17,     0.89,     1.10,    96.71,   956.92,   860.21,   143.93,     0.46,  304.60,  304.60,    0.00,  304.60,     0.47,   436.59,     58.37,  522.50,   58.35
soybean,   173.48,    11.00,    41.16,   -96.47,   100.00,   240.30,   475.80,    18.60,   386.54,    83.00,     2.79,     1.41, 0,     0.38,     0.38,     0.64,     0.64,     9.50,     9.50,     0.83,     0.83,    1.39,     6.80,     7.41,     0.36,   19.65,     3.26,   319.14,     0.61,     0.12,     0.82,    27.15,   318.86,   318.85,     1.03,    0.38,   27.86,    0.00,  383.68,   319.14,     0.00,     0.00,     0.00,     0.00,    -0.45,    15.15,     0.41,     1.00,     0.00,  120.08,    0.54,  120.08,  103.43,    11.60,     4.03,    19.17,     0.94,     1.23,    97.51,  1022.81,   925.30,   223.51,     0.46,  475.80,  475.78,    0.02,  475.80,     0.34,   466.74,     50.32,  556.76,   43.51
