Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
maize,   197.31,     7.00,    41.18,   -96.44,   100.00,   369.64,   728.20,    24.10,   574.83,    79.40,     1.25,     2.37, 0,     0.73,     0.73,     0.67,     0.76,     9.00,     9.00,     0.83,     0.83,    1.29,    18.89,    20.99,     0.62,   25.90,     1.72,   345.04,     2.10,     0.06,     1.25,    44.24,   468.79,   256.41,     0.90,    1.47,    0.00,    0.00,  559.74,   345.04,     0.00,     0.00,     0.00,     0.00,    -1.65,    14.86,     0.38,     0.71,     0.29,  203.09,    0.56,  203.09,  158.30,    11.67,     4.24,    19.10,     0.48,     0.50,    85.08,   436.47,   351.39,   361.40,     0.44,  728.20,  517.68,  210.52,  728.20,     1.07,   196.98,     77.43,  250.01,  102.04
maize,   197.35,     8.00,    41.18,   -96.44,   100.00,   557.56,  1098.40,    26.83,   490.85,    64.80,     1.16,     2.37, 0,     1.01,     1.01,     0.59,     0.73,     9.00,     9.00,     0.83,     0.83,    0.95,    33.75,    36.12,     1.24,   28.19,     1.65,   243.45,     2.37,     0.10,     3.29,    76.13,   680.73,   341.07,     1.06,    1.31,    0.00,    0.00,  462.86,   243.45,     0.00,     0.00,     0.00,     0.00,    -1.47,    14.86,     0.38,     0.61,     0.39,  295.11,    0.55,  295.11,  238.78,    11.67,     4.24,    19.10,     0.64,     0.70,    91.09,   636.90,   545.81,   533.89,     0.45, 1098.40,  675.24,  423.16, 1098.40,     0.87,   290.08,     79.65,  356.11,  100.84
maize,   197.40,     9.00,    41.18,   -96.44,   100.00,   729.29,  1436.70,    28.92,   435.27,    57.40,     1.33,     2.37, 0,     1.36,     1.36,     0.53,     0.71,     9.00,     9.00,     0.83,     0.83,    0.89,    46.00,    48.53,     1.70,   29.46,     1.77,   191.30,     2.53,     0.15,     5.37,   102.30,   872.41,   382.94,     1.15,    1.22,    0.00,    0.00,  399.65,   191.30,     0.00,     0.00,     0.00,     0.00,    -1.26,    14.86,     0.38,     0.52,     0.48,  375.36,    0.55,  375.36,  312.33,    11.67,     4.24,    19.10,     0.78,     0.89,    94.41,   807.46,   713.05,   687.69,     0.45, 1436.70,  740.60,  696.10, 1436.70,     0.68,   368.72,     71.92,  445.43,   84.14
maize,   197.44,    10.00,    41.18,   -96.44,   100.00,   868.53,  1711.00,    30.17,   408.88,    58.70,     1.59,     2.37, 0,     1.51,     1.51,     0.48,     0.71,     9.00,     9.00,     0.83,     0.83,    0.88,    49.46,    52.14,     1.77,   30.54,     1.93,   181.90,     2.68,     0.17,     6.32,   109.91,  1030.79,   382.31,     1.21,    1.17,    0.00,    0.00,  373.85,   181.90,     0.00,     0.00,     0.00,     0.00,    -0.95,    14.86,     0.38,     0.42,     0.58,  438.07,    0.54,  438.07,  371.96,    11.67,     4.24,    19.10,     0.88,     1.07,    96.25,   933.17,   836.92,   810.03,     0.46, 1711.00,  717.38,  993.62, 1711.00,     0.50,   426.48,     60.78,  511.02,   62.85
maize,   197.48,    11.00,    41.18,   -96.44,   100.00,   959.49,  1890.20,    31.17,   392.60,    58.10,     1.70,     2.37, 0,     1.62,     1.62,     0.45,     0.72,     9.00,     9.00,     0.83,     0.83,    0.89,    51.09,    53.88,     1.90,   31.32,     2.00,   172.71,     2.79,     0.19,     7.03,   113.57,  1139.82,   356.85,     1.23,    1.14,    0.00,    0.00,  357.61,   172.71,     0.00,     0.00,     0.00,     0.00,    -0.46,    14.86,     0.38,     0.34,     0.66,  478.38,    0.54,  478.38,  410.91,    11.67,     4.24,    19.10,     0.93,     1.20,    97.13,  1003.98,   906.85,   889.29,     0.46, 1890.20,  647.05, 1243.15, 1890.20,     0.37,   458.96,     52.52,  547.91,   47.54
maize,   197.52,    12.00,    41.18,   -96.44,   100.00,   991.83,  1953.90,    32.10,   387.38,    55.40,     1.93,     2.37, 0,     1.56,     1.56,     0.44,     0.73,     9.00,     9.00,     0.83,     0.83,    0.90,    48.37,    51.29,     2.13,   32.18,     2.13,   163.37,     2.92,     0.17,     7.27,   108.11,  1187.77,   333.91,     1.23,    1.14,    0.00,    0.00,  356.28,   163.37,     0.00,     0.00,     0.00,     0.00,     0.24,    14.86,     0.38,     0.30,     0.70,  493.64,    0.54,  493.64,  424.76,    11.67,     4.24,    19.10,     0.94,     1.22,    97.25,  1014.43,   917.18,   918.40,     0.46, 1953.90,  591.50, 1362.40, 1953.90,     0.35,   463.75,     51.18,  553.35,   45.07
maize,   197.56,    13.00,    41.18,   -96.44,   100.00,   964.72,  1900.50,    32.73,   380.36,    52.10,     2.37,     2.37, 0,     1.53,     1.53,     0.44,     0.73,     9.00,     9.00,     0.83,     0.83,    0.97,    43.75,    46.77,     2.37,   32.82,     2.36,   150.11,     3.02,     0.14,     7.16,    98.59,  1174.56,   327.61,     1.22,    1.15,    0.00,    0.00,  354.98,   150.11,     0.00,     0.00,     0.00,     0.00,     0.81,    14.86,     0.38,     0.31,     0.69,  484.17,    0.54,  484.17,  413.15,    11.67,     4.24,    19.10,     0.90,     1.12,    96.65,   963.74,   867.10,   897.32,     0.46, 1900.50,  582.02, 1318.48, 1900.50,     0.45,   440.51,     57.39,  526.95,   56.53
maize,   197.60,    14.00,    41.18,   -96.44,   100.00,   878.38,  1730.40,    33.00,   378.74,    49.20,     2.69,     2.37, 0,     1.85,     1.85,     0.46,     0.73,     9.00,     9.00,     0.83,     0.83,    0.96,    55.98,    58.89,     2.56,   32.14,     2.52,   139.55,     2.91,     0.18,     8.50,   124.14,  1099.05,   332.13,     1.18,    1.20,    0.00,    0.00,  348.26,   139.55,     0.00,     0.00,     0.00,     0.00,     1.17,    14.86,     0.38,     0.35,     0.65,  448.60,    0.54,  448.60,  376.17,    11.67,     4.24,    19.10,     0.82,     0.95,    95.17,   855.78,   760.61,   824.77,     0.46, 1730.40,  605.86, 1124.54, 1730.40,     0.62,   390.94,     68.18,  470.66,   76.86
maize,   197.65,    15.00,    41.18,   -96.44,   100.00,   741.12,  1460.00,    33.04,   376.34,    48.30,     2.31,     2.37, 0,     1.61,     1.61,     0.50,     0.73,     9.00,     9.00,     0.83,     0.83,    0.98,    49.51,    52.43,     2.61,   32.21,     2.33,   136.15,     2.92,     0.16,     7.68,   110.53,   971.87,   322.39,     1.10,    1.27,    0.00,    0.00,  347.25,   136.15,     0.00,     0.00,     0.00,     0.00,     1.41,    14.86,     0.38,     0.42,     0.58,  388.22,    0.55,  388.22,  317.39,    11.67,     4.24,    19.10,     0.69,     0.76,    92.43,   699.03,   606.59,   705.61,     0.45, 1460.00,  606.62,  853.38, 1460.00,     0.81,   318.77,     77.83,  388.71,   96.40
maize,   197.69,    16.00,    41.18,   -96.44,   100.00,   569.59,  1122.10,    32.82,   376.34,    48.80,     1.98,     2.37, 0,     1.37,     1.37,     0.54,     0.75,     9.00,     9.00,     0.83,     0.83,    1.06,    41.45,    44.36,     2.55,   32.11,     2.16,   138.57,     2.91,     0.13,     6.44,    93.50,   817.90,   276.62,     0.96,    1.41,    0.00,    0.00,  350.03,   138.57,     0.00,     0.00,     0.00,     0.00,     1.59,    14.86,     0.38,     0.48,     0.52,  308.58,    0.56,  308.58,  243.93,    11.67,     4.24,    19.10,     0.54,     0.57,    87.55,   506.70,   419.15,   552.51,     0.44, 1122.10,  533.77,  588.33, 1122.10,     1.00,   229.72,     79.66,  287.41,  103.95
maize,   198.31,     7.00,    41.18,   -96.44,   100.00,   374.82,   738.40,    24.59,   477.02,    73.50,     1.63,     2.38, 0,     0.77,     0.77,     0.67,     0.76,     9.00,     9.00,     0.83,     0.83,    1.29,    20.09,    22.19,     0.82,   25.95,     1.96,   268.80,     2.10,     0.07,     1.65,    46.53,   478.85,   256.20,     0.90,    1.48,    0.00,    0.00,  462.97,   268.80,     0.00,     0.00,     0.00,     0.00,    -1.64,    14.83,     0.37,     0.70,     0.30,  206.03,    0.56,  206.03,  160.52,    11.67,     4.25,    19.09,     0.48,     0.50,    85.00,   434.40,   349.40,   366.55,     0.44,  738.40,  518.36,  220.04,  738.40,     1.07,   196.00,     77.34,  248.89,  101.95
maize,   198.35,     8.00,    41.18,   -96.44,   100.00,   562.39,  1107.90,    26.97,   431.80,    64.20,     2.14,     2.38, 0,     1.13,     1.13,     0.59,     0.73,     9.00,     9.00,     0.83,     0.83,    0.97,    37.54,    39.85,     1.27,   27.72,     2.24,   209.77,     2.31,     0.13,     3.81,    83.56,   688.91,   339.35,     1.06,    1.32,    0.00,    0.00,  408.88,   209.77,     0.00,     0.00,     0.00,     0.00,    -1.47,    14.83,     0.37,     0.61,     0.39,  297.76,    0.55,  297.76,  240.85,    11.67,     4.25,    19.09,     0.64,     0.70,    91.05,   635.03,   543.98,   538.61,     0.45, 1107.90,  673.17,  434.73, 1107.90,     0.87,   289.20,     79.69,  355.11,  100.95
maize,   198.40,     9.00,    41.18,   -96.44,   100.00,   734.37,  1446.70,    28.79,   401.50,    60.00,     1.90,     2.38, 0,     1.47,     1.47,     0.52,     0.71,     9.00,     9.00,     0.83,     0.83,    0.91,    48.65,    51.13,     1.58,   29.06,     2.11,   181.67,     2.48,     0.17,     5.69,   107.21,   880.41,   379.75,     1.16,    1.23,    0.00,    0.00,  369.98,   181.67,     0.00,     0.00,     0.00,     0.00,    -1.26,    14.83,     0.37,     0.51,     0.49,  378.08,    0.55,  378.08,  314.50,    11.67,     4.25,    19.09,     0.78,     0.89,    94.39,   805.83,   711.44,   692.58,     0.45, 1446.70,  735.48,  711.22, 1446.70,     0.68,   367.95,     72.04,  444.56,   84.38
maize,   198.44,    10.00,    41.18,   -96.44,   100.00,   875.63,  1725.00,    29.83,   385.64,    57.30,     2.35,     2.38, 0,     1.61,     1.61,     0.48,     0.71,     9.00,     9.00,     0.83,     0.83,    0.89,    52.05,    54.64,     1.79,   29.91,     2.35,   166.93,     2.59,     0.19,     6.75,   114.58,  1041.99,   376.50,     1.21,    1.18,    0.00,    0.00,  355.32,   166.93,     0.00,     0.00,     0.00,     0.00,    -0.95,    14.83,     0.37,     0.41,     0.59,  441.76,    0.54,  441.76,  375.00,    11.67,     4.25,    19.09,     0.87,     1.06,    96.24,   931.75,   835.51,   816.76,     0.46, 1725.00,  706.11, 1018.89, 1725.00,     0.51,   425.81,     60.94,  510.25,   63.15
maize,   198.48,    11.00,    41.18,   -96.44,   100.00,   967.21,  1905.40,    30.88,   375.43,    54.10,     2.32,     2.38, 0,     1.76,     1.76,     0.45,     0.72,     9.00,     9.00,     0.83,     0.83,    0.89,    56.22,    58.91,     2.05,   30.57,     2.34,   153.97,     2.69,     0.20,     7.80,   123.52,  1152.33,   348.58,     1.23,    1.15,    0.00,    0.00,  342.46,   153.97,     0.00,     0.00,     0.00,     0.00,    -0.46,    14.83,     0.37,     0.33,     0.67,  482.33,    0.54,  482.33,  414.22,    11.67,     4.25,    19.09,     0.93,     1.19,    97.12,  1002.73,   905.60,   896.54,     0.46, 1905.40,  630.03, 1275.37, 1905.40,     0.38,   458.36,     52.68,  547.23,   47.84
maize,   198.52,    12.00,    41.18,   -96.44,   100.00,  1002.79,  1975.50,    31.50,   369.17,    50.90,     2.78,     2.38, 0,     2.11,     2.11,     0.43,     0.73,     9.00,     9.00,     0.83,     0.83,    0.90,    66.73,    69.41,     2.27,   30.50,     2.56,   142.16,     2.68,     0.23,     9.22,   145.54,  1206.50,   320.77,     1.24,    1.15,    0.00,    0.00,  333.42,   142.16,     0.00,     0.00,     0.00,     0.00,     0.23,    14.83,     0.37,     0.29,     0.71,  499.20,    0.54,  499.20,  429.46,    11.67,     4.25,    19.09,     0.94,     1.22,    97.25,  1013.29,   916.04,   928.66,     0.46, 1975.50,  563.04, 1412.46, 1975.50,     0.35,   463.20,     51.33,  552.73,   45.36
maize,   198.56,    13.00,    41.18,   -96.44,   100.00,   980.96,  1932.50,    31.81,   366.65,    47.60,     3.05,     2.38, 0,     1.96,     1.96,     0.43,     0.74,     9.00,     9.00,     0.83,     0.83,    0.97,    57.93,    60.69,     2.46,   31.09,     2.68,   129.13,     2.76,     0.19,     8.70,   127.26,  1203.92,   308.31,     1.22,    1.16,    0.00,    0.00,  337.03,   129.13,     0.00,     0.00,     0.00,     0.00,     0.81,    14.83,     0.37,     0.28,     0.72,  492.42,    0.54,  492.42,  420.11,    11.67,     4.25,    19.09,     0.90,     1.12,    96.64,   962.63,   866.00,   912.53,     0.46, 1932.50,  539.08, 1393.42, 1932.50,     0.45,   439.97,     57.52,  526.34,   56.78
maize,   198.60,    14.00,    41.18,   -96.44,   100.00,   842.08,  1658.90,    31.88,   366.54,    45.20,     3.15,     2.38, 0,     1.25,     1.25,     0.48,     0.72,     9.00,     9.00,     0.83,     0.83,    1.00,    35.64,    38.56,     2.59,   32.24,     2.72,   118.19,     2.93,     0.10,     6.09,    80.87,  1033.11,   356.44,     1.18,    1.21,    0.00,    0.00,  348.61,   118.19,     0.00,     0.00,     0.00,     0.00,     1.17,    14.83,     0.37,     0.40,     0.60,  430.15,    0.54,  430.15,  360.63,    11.67,     4.25,    19.09,     0.81,     0.95,    95.15,   854.64,   759.48,   790.78,     0.46, 1658.90,  667.41,  991.49, 1658.90,     0.62,   390.40,     68.28,  470.04,   77.05
maize,   198.65,    15.00,    41.18,   -96.44,   100.00,   725.89,  1430.00,    31.87,   367.62,    45.20,     3.16,     2.38, 0,     1.13,     1.13,     0.51,     0.73,     9.00,     9.00,     0.83,     0.83,    1.04,    32.10,    35.02,     2.59,   32.24,     2.73,   119.08,     2.93,     0.09,     5.49,    73.44,   941.65,   329.12,     1.10,    1.29,    0.00,    0.00,  351.49,   119.08,     0.00,     0.00,     0.00,     0.00,     1.40,    14.83,     0.37,     0.44,     0.56,  380.32,    0.55,  380.32,  310.87,    11.67,     4.25,    19.09,     0.69,     0.76,    92.41,   697.79,   605.38,   691.19,     0.45, 1430.00,  626.00,  804.00, 1430.00,     0.81,   318.18,     77.88,  388.04,   96.51
maize,   198.69,    16.00,    41.18,   -96.44,   100.00,   546.70,  1077.00,    31.80,   366.82,    50.60,     2.98,     2.38, 0,     1.27,     1.27,     0.56,     0.75,     9.00,     9.00,     0.83,     0.83,    1.07,    38.20,    41.01,     2.32,   31.40,     2.65,   139.10,     2.80,     0.12,     5.86,    85.99,   765.84,   283.04,     0.96,    1.42,    0.00,    0.00,  347.05,   139.10,     0.00,     0.00,     0.00,     0.00,     1.59,    14.83,     0.37,     0.51,     0.49,  296.25,    0.56,  296.25,  234.13,    11.67,     4.25,    19.09,     0.54,     0.57,    87.51,   505.32,   417.81,   530.38,     0.44, 1077.00,  553.13,  523.87, 1077.00,     1.00,   229.07,     79.63,  286.66,  103.94
maize,   199.31,     7.00,    41.18,   -96.44,   100.00,   238.43,   469.70,    22.34,   424.81,    91.00,     2.17,     2.40, 0,     0.10,     0.10,     0.76,     0.79,     9.00,     9.00,     0.83,     0.83,    1.06,     2.09,     3.95,     0.24,   23.63,     2.26,   334.01,     1.86,     0.02,     0.17,     8.24,   258.61,   198.99,     0.90,    1.50,    0.00,    0.00,  423.54,   334.01,     0.00,     0.00,     0.00,     0.00,    -1.64,    14.81,     0.37,     0.87,     0.13,  131.12,    0.56,  131.12,  102.11,    11.67,     4.27,    19.08,     0.48,     0.50,    84.92,   432.29,   347.37,   233.23,     0.44,  469.70,  410.97,   58.73,  469.70,     1.07,   195.01,     77.24,  247.75,  101.85
maize,   199.35,     8.00,    41.18,   -96.44,   100.00,   609.64,  1201.00,    24.98,   402.76,    76.20,     2.56,     2.40, 0,     1.06,     1.06,     0.56,     0.73,     9.00,     9.00,     0.83,     0.83,    1.01,    32.84,    35.00,     0.75,   26.41,     2.45,   221.54,     2.16,     0.13,     2.94,    73.01,   772.80,   333.30,     1.06,    1.34,    0.00,    0.00,  384.43,   221.54,     0.00,     0.00,     0.00,     0.00,    -1.47,    14.81,     0.37,     0.55,     0.45,  322.89,    0.55,  322.89,  261.09,    11.67,     4.27,    19.08,     0.64,     0.69,    91.01,   633.13,   542.12,   583.97,     0.45, 1201.00,  655.39,  545.61, 1201.00,     0.88,   288.30,     79.73,  354.09,  101.05
maize,   199.40,     9.00,    41.18,   -96.44,   100.00,   712.79,  1404.20,    26.44,   389.28,    70.20,     3.30,     2.40, 0,     1.39,     1.39,     0.54,     0.71,     9.00,     9.00,     0.83,     0.83,    0.96,    44.36,    46.62,     1.03,   27.26,     2.79,   199.41,     2.26,     0.18,     4.40,    97.25,   845.11,   382.96,     1.16,    1.24,    0.00,    0.00,  367.47,   199.41,     0.00,     0.00,     0.00,     0.00,    -1.25,    14.81,     0.37,     0.53,     0.47,  367.07,    0.55,  367.07,  305.26,    11.67,     4.27,    19.08,     0.77,     0.89,    94.36,   804.16,   709.80,   672.33,     0.45, 1404.20,  748.43,  655.77, 1404.20,     0.68,   367.16,     72.16,  443.66,   84.61
maize,   199.44,    10.00,    41.18,   -96.44,   100.00,   845.33,  1665.30,    27.91,   381.04,    66.00,     2.55,     2.40, 0,     1.02,     1.02,     0.49,     0.70,     9.00,     9.00,     0.83,     0.83,    0.96,    30.16,    32.69,     1.28,   29.47,     2.45,   190.34,     2.54,     0.12,     4.07,    68.20,   992.75,   389.98,     1.21,    1.19,    0.00,    0.00,  364.17,   190.34,     0.00,     0.00,     0.00,     0.00,    -0.95,    14.81,     0.37,     0.45,     0.55,  426.57,    0.54,  426.57,  362.02,    11.67,     4.27,    19.08,     0.87,     1.06,    96.22,   930.30,   834.07,   788.60,     0.46, 1665.30,  743.16,  922.14, 1665.30,     0.51,   425.11,     61.10,  509.46,   63.45
maize,   199.48,    11.00,    41.18,   -96.44,   100.00,   945.79,  1863.20,    29.12,   374.77,    67.60,     3.35,     2.40, 0,     1.38,     1.38,     0.46,     0.72,     9.00,     9.00,     0.83,     0.83,    0.92,    42.15,    44.77,     1.31,   30.06,     2.81,   187.00,     2.61,     0.17,     5.40,    93.38,  1116.58,   363.84,     1.24,    1.16,    0.00,    0.00,  354.20,   187.00,     0.00,     0.00,     0.00,     0.00,    -0.46,    14.81,     0.37,     0.36,     0.64,  471.75,    0.54,  471.75,  405.04,    11.67,     4.27,    19.08,     0.93,     1.19,    97.11,  1001.43,   904.32,   876.79,     0.46, 1863.20,  669.54, 1193.66, 1863.20,     0.38,   457.74,     52.85,  546.52,   48.15
