Species, DayOfYear, Time, Lat, Long, Alt, SolRad, PFD, Temp, CO2, RH, Wind, LAI, ConstTemp, sifSunlit, sifShaded,ql_sunlit, ql_shaded, kdf_sunlit, kdf_shaded, PhiPS2_sunlit, PhiPS2_shaded, fesc, ANet, AGross, VPD, LeafTemp, BoundaryL_Conductance, InternalCO2, Respiration, StomatalConduct, Transpiration,J,sunlitPFD,shadedPFD,sunlitLAI,shadedLAI,GammaValue(gamma_C3 or GammaStar_C4), Gamma_C4,Cs_stomatalConductance, ci, AjLeaf,AcLeaf,AvLeaf,ApLeaf,Azimuth, DayLength, Declination, FracPARDiffuse, FracPARDirect, NIR,NIRFraction, NIRTotal, PAR ,SolarNoon, Sunrise, Sunset, SinElevation, SolarElevation,PotSolarDiffuse, PotSolarTotal, PotSolarDirect, MeasuredSolarRad, PARFraction,PFD, PFDDiffuse, PFDDirect, PFDTotal, Zenith, PotParDirect,PotParDiffuse, PotNIRDirect,PotNIRDiffuse
maize,   204.52,    12.00,    41.18,   -96.44,   100.00,   953.30,  1878.00,    30.47,   377.52,    54.90,     2.37,     2.27, 0,     1.52,     1.52,     0.45,     0.71,     9.00,     9.00,     0.83,     0.83,    0.93,    45.12,    47.85,     1.97,   30.88,     2.36,   157.33,     2.73,     0.16,     6.65,   105.25,  1138.30,   371.32,     1.21,    1.06,    0.00,    0.00,  351.34,   157.33,     0.00,     0.00,     0.00,     0.00,     0.22,    14.68,     0.35,     0.35,     0.65,  475.22,    0.54,  475.22,  408.26,    11.68,     4.34,    19.02,     0.93,     1.20,    97.20,  1005.36,   908.16,   883.49,     0.46, 1878.00,  659.77, 1218.23, 1878.00,     0.37,   459.33,     52.41,  548.33,   47.35
maize,   204.56,    13.00,    41.18,   -96.44,   100.00,   924.42,  1821.10,    30.65,   371.83,    53.70,     2.79,     2.27, 0,     1.85,     1.85,     0.45,     0.71,     9.00,     9.00,     0.83,     0.83,    0.94,    55.95,    58.60,     2.04,   30.34,     2.56,   150.67,     2.65,     0.21,     7.76,   128.90,  1120.05,   365.95,     1.19,    1.08,    0.00,    0.00,  341.92,   150.67,     0.00,     0.00,     0.00,     0.00,     0.78,    14.68,     0.35,     0.36,     0.64,  464.67,    0.54,  464.67,  395.89,    11.68,     4.34,    19.02,     0.89,     1.10,    96.58,   954.70,   858.12,   860.56,     0.46, 1821.10,  652.87, 1168.23, 1821.10,     0.47,   436.11,     58.48,  521.96,   58.56
maize,   204.60,    14.00,    41.18,   -96.44,   100.00,   833.76,  1642.50,    30.37,   370.67,    49.10,     3.14,     2.27, 0,     1.66,     1.66,     0.48,     0.71,     9.00,     9.00,     0.83,     0.83,    0.92,    52.19,    54.80,     2.21,   30.06,     2.72,   134.98,     2.62,     0.18,     7.40,   120.54,  1034.74,   366.74,     1.15,    1.12,    0.00,    0.00,  344.37,   134.98,     0.00,     0.00,     0.00,     0.00,     1.14,    14.68,     0.35,     0.41,     0.59,  426.50,    0.54,  426.50,  357.07,    11.68,     4.34,    19.02,     0.81,     0.94,    95.07,   846.25,   751.18,   783.56,     0.46, 1642.50,  668.98,  973.52, 1642.50,     0.63,   386.34,     69.01,  465.43,   78.46
maize,   204.65,    15.00,    41.18,   -96.44,   100.00,   687.72,  1354.80,    30.16,   371.44,    50.20,     3.33,     2.27, 0,     1.36,     1.36,     0.52,     0.72,     9.00,     9.00,     0.83,     0.83,    0.98,    42.11,    44.73,     2.13,   30.14,     2.80,   138.65,     2.63,     0.14,     6.06,    98.39,   886.31,   350.07,     1.08,    1.20,    0.00,    0.00,  350.83,   138.65,     0.00,     0.00,     0.00,     0.00,     1.38,    14.68,     0.35,     0.48,     0.52,  360.89,    0.55,  360.89,  294.52,    11.68,     4.34,    19.02,     0.68,     0.75,    92.26,   688.57,   596.31,   655.41,     0.45, 1354.80,  656.41,  698.39, 1354.80,     0.82,   313.77,     78.23,  383.03,   97.31
maize,   204.69,    16.00,    41.18,   -96.44,   100.00,   515.53,  1015.60,    29.59,   372.42,    46.90,     3.27,     2.27, 0,     1.23,     1.23,     0.58,     0.75,     9.00,     9.00,     0.83,     0.83,    1.02,    38.99,    41.52,     2.20,   29.35,     2.77,   126.77,     2.52,     0.12,     5.37,    91.32,   717.34,   292.63,     0.94,    1.33,    0.00,    0.00,  353.16,   126.77,     0.00,     0.00,     0.00,     0.00,     1.57,    14.68,     0.35,     0.55,     0.45,  279.93,    0.56,  279.93,  220.78,    11.68,     4.34,    19.02,     0.53,     0.56,    87.22,   495.07,   407.86,   500.71,     0.44, 1015.60,  560.64,  454.96, 1015.60,     1.01,   224.18,     79.39,  281.09,  103.81
maize,   205.31,     7.00,    41.18,   -96.44,   100.00,   313.55,   617.70,    20.13,   441.15,    83.10,     1.50,     2.22, 0,     0.54,     0.54,     0.70,     0.77,     9.00,     9.00,     0.83,     0.83,    1.41,    12.82,    14.50,     0.40,   21.81,     1.88,   274.31,     1.68,     0.06,     0.80,    32.61,   388.89,   243.97,     0.87,    1.35,    0.00,    0.00,  431.80,   274.31,     0.00,     0.00,     0.00,     0.00,    -1.63,    14.65,     0.35,     0.77,     0.23,  172.94,    0.56,  172.94,  134.28,    11.68,     4.35,    19.00,     0.47,     0.48,    84.42,   418.93,   334.51,   307.22,     0.44,  617.70,  477.75,  139.95,  617.70,     1.09,   188.65,     76.60,  240.46,  101.15
maize,   205.35,     8.00,    41.18,   -96.44,   100.00,   514.52,  1013.60,    22.49,   404.06,    71.10,     2.35,     2.22, 0,     0.90,     0.90,     0.61,     0.72,     9.00,     9.00,     0.83,     0.83,    1.08,    26.84,    28.73,     0.79,   23.96,     2.35,   215.40,     1.89,     0.11,     2.34,    64.61,   630.68,   346.40,     1.03,    1.20,    0.00,    0.00,  388.42,   215.40,     0.00,     0.00,     0.00,     0.00,    -1.45,    14.65,     0.35,     0.66,     0.34,  273.08,    0.55,  273.08,  220.35,    11.68,     4.35,    19.00,     0.63,     0.68,    90.77,   621.04,   530.27,   493.43,     0.45, 1013.60,  664.74,  348.86, 1013.60,     0.89,   282.55,     79.94,  347.55,  101.69
maize,   205.40,     9.00,    41.18,   -96.44,   100.00,   686.80,  1353.00,    24.45,   386.56,    66.90,     2.69,     2.22, 0,     1.14,     1.14,     0.54,     0.70,     9.00,     9.00,     0.83,     0.83,    1.01,    33.83,    35.92,     1.01,   25.85,     2.52,   193.89,     2.09,     0.14,     3.54,    80.77,   826.55,   400.75,     1.12,    1.11,    0.00,    0.00,  368.14,   193.89,     0.00,     0.00,     0.00,     0.00,    -1.23,    14.65,     0.35,     0.56,     0.44,  354.32,    0.55,  354.32,  294.13,    11.68,     4.35,    19.00,     0.77,     0.87,    94.23,   793.47,   699.24,   648.45,     0.45, 1353.00,  753.30,  599.70, 1353.00,     0.70,   362.04,     72.91,  437.84,   86.12
maize,   205.44,    10.00,    41.18,   -96.44,   100.00,   756.04,  1489.40,    25.62,   371.99,    66.00,     2.43,     2.22, 0,     1.72,     1.72,     0.53,     0.69,     9.00,     9.00,     0.83,     0.83,    0.96,    53.27,    55.40,     1.12,   26.23,     2.39,   179.68,     2.14,     0.24,     5.34,   124.58,   879.64,   431.93,     1.17,    1.05,    0.00,    0.00,  341.47,   179.68,     0.00,     0.00,     0.00,     0.00,    -0.92,    14.65,     0.35,     0.54,     0.46,  382.14,    0.54,  382.14,  323.78,    11.68,     4.35,    19.00,     0.87,     1.05,    96.15,   920.81,   824.66,   705.92,     0.46, 1489.40,  808.17,  681.23, 1489.40,     0.52,   420.52,     62.15,  504.24,   65.41
maize,   205.48,    11.00,    41.18,   -96.44,   100.00,   921.78,  1815.90,    26.52,   363.31,    63.10,     2.38,     2.22, 0,     1.67,     1.67,     0.46,     0.70,     9.00,     9.00,     0.83,     0.83,    0.91,    51.91,    54.17,     1.28,   27.26,     2.37,   169.85,     2.26,     0.23,     6.00,   121.82,  1099.59,   392.76,     1.19,    1.03,    0.00,    0.00,  333.26,   169.85,     0.00,     0.00,     0.00,     0.00,    -0.44,    14.65,     0.35,     0.39,     0.61,  460.47,    0.54,  460.47,  394.76,    11.68,     4.35,    19.00,     0.92,     1.17,    97.06,   992.79,   895.73,   855.23,     0.46, 1815.90,  700.00, 1115.90, 1815.90,     0.40,   453.51,     54.00,  541.73,   50.27
maize,   205.52,    12.00,    41.18,   -96.44,   100.00,   930.61,  1833.30,    27.60,   357.99,    61.50,     2.64,     2.22, 0,     1.22,     1.22,     0.46,     0.70,     9.00,     9.00,     0.83,     0.83,    0.96,    34.82,    37.29,     1.42,   28.96,     2.49,   166.84,     2.47,     0.15,     4.95,    83.85,  1107.90,   392.14,     1.20,    1.03,    0.00,    0.00,  338.85,   166.84,     0.00,     0.00,     0.00,     0.00,     0.22,    14.65,     0.35,     0.38,     0.62,  464.04,    0.54,  464.04,  398.54,    11.68,     4.35,    19.00,     0.93,     1.20,    97.19,  1003.85,   906.66,   862.58,     0.46, 1833.30,  697.30, 1136.00, 1833.30,     0.38,   458.58,     52.62,  547.49,   47.73
maize,   205.56,    13.00,    41.18,   -96.44,   100.00,   935.63,  1843.20,    28.36,   356.17,    59.10,     2.74,     2.22, 0,     1.10,     1.10,     0.45,     0.72,     9.00,     9.00,     0.83,     0.83,    0.96,    31.38,    33.95,     1.58,   29.78,     2.54,   161.05,     2.58,     0.13,     4.84,    76.35,  1144.55,   360.31,     1.18,    1.04,    0.00,    0.00,  339.24,   161.05,     0.00,     0.00,     0.00,     0.00,     0.78,    14.65,     0.35,     0.34,     0.66,  470.44,    0.54,  470.44,  400.70,    11.68,     4.35,    19.00,     0.89,     1.10,    96.57,   953.16,   856.59,   871.13,     0.46, 1843.20,  629.31, 1213.89, 1843.20,     0.47,   435.35,     58.67,  521.09,   58.91
maize,   205.60,    14.00,    41.18,   -96.44,   100.00,   779.75,  1536.10,    28.59,   356.96,    58.00,     3.21,     2.22, 0,     0.00,     0.00,     0.50,     0.70,     9.00,     9.00,     0.83,     0.83,    0.98, -314326.94, -314324.07,     1.64,   31.82,     2.75, 29740758.41,     2.87,     0.01,     0.41, -706822.74,   949.77,   397.25,     1.14,    1.08,    0.00,    0.00,157046.69, 29740758.41,     0.00,     0.00,     0.00,     0.00,     1.14,    14.65,     0.35,     0.48,     0.52,  398.98,    0.54,  398.98,  333.93,    11.68,     4.35,    19.00,     0.81,     0.94,    95.05,   844.59,   749.54,   732.92,     0.46, 1536.10,  731.76,  804.34, 1536.10,     0.63,   385.53,     69.15,  464.51,   78.74
maize,   205.65,    15.00,    41.18,   -96.44,   100.00,   688.68,  1356.70,    28.98,   358.65,    59.50,     3.35,     2.22, 0,     0.00,     0.00,     0.52,     0.72,     9.00,     9.00,     0.83,     0.83,    1.01, -316457.21, -316454.33,     1.62,   31.91,     2.81, 29938986.46,     2.88,     0.01,     0.40, -711613.06,   894.13,   353.16,     1.07,    1.16,    0.00,    0.00,154778.82, 29938986.46,     0.00,     0.00,     0.00,     0.00,     1.38,    14.65,     0.35,     0.48,     0.52,  361.51,    0.55,  361.51,  294.93,    11.68,     4.35,    19.00,     0.68,     0.75,    92.24,   686.73,   594.49,   656.44,     0.45, 1356.70,  653.28,  703.42, 1356.70,     0.82,   312.88,     78.30,  382.02,   97.46
maize,   205.69,    16.00,    41.18,   -96.44,   100.00,   515.18,  1014.90,    28.83,   357.96,    59.80,     3.26,     2.22, 0,     0.00,     0.00,     0.58,     0.75,     9.00,     9.00,     0.83,     0.83,    1.10, -313913.47, -313910.69,     1.59,   31.23,     2.77, 29700433.72,     2.78,     0.01,     0.37, -705893.16,   722.57,   295.35,     0.94,    1.29,    0.00,    0.00,155636.91, 29700433.72,     0.00,     0.00,     0.00,     0.00,     1.56,    14.65,     0.35,     0.55,     0.45,  279.85,    0.56,  279.85,  220.63,    11.68,     4.35,    19.00,     0.53,     0.55,    87.16,   493.03,   405.87,   500.48,     0.44, 1014.90,  558.45,  456.45, 1014.90,     1.02,   223.20,     79.34,  279.97,  103.77
maize,   206.31,     7.00,    41.18,   -96.44,   100.00,   336.19,   662.30,    24.03,   390.18,    81.90,     3.00,     2.15, 0,     0.00,     0.00,     0.69,     0.76,     9.00,     9.00,     0.83,     0.83,    1.42, -263923.75, -263921.66,     0.54,   25.78,     2.66, 24976363.08,     2.09,     0.01,     0.15, -614450.05,   434.74,   256.56,     0.86,    1.29,    0.00,    0.00,136481.14, 24976363.08,     0.00,     0.00,     0.00,     0.00,    -1.62,    14.62,     0.35,     0.74,     0.26,  185.52,    0.56,  185.52,  143.98,    11.68,     4.37,    18.99,     0.46,     0.48,    84.33,   416.59,   332.26,   329.50,     0.44,  662.30,  490.85,  171.45,  662.30,     1.09,   187.53,     76.49,  239.18,  101.02
maize,   206.35,     8.00,    41.18,   -96.44,   100.00,   526.40,  1037.00,    26.23,   383.80,    77.50,     3.18,     2.15, 0,     0.00,     0.00,     0.60,     0.72,     9.00,     9.00,     0.83,     0.83,    1.09, -312289.41, -312286.97,     0.77,   28.72,     2.74, 29548735.14,     2.44,     0.01,     0.22, -727051.92,   658.36,   353.82,     1.01,    1.14,    0.00,    0.00,156790.43, 29548735.14,     0.00,     0.00,     0.00,     0.00,    -1.44,    14.62,     0.35,     0.64,     0.36,  279.49,    0.55,  279.49,  225.43,    11.68,     4.37,    18.99,     0.63,     0.68,    90.73,   618.92,   528.19,   504.93,     0.45, 1037.00,  664.06,  372.94, 1037.00,     0.89,   281.53,     79.97,  346.39,  101.80
maize,   206.40,     9.00,    41.18,   -96.44,   100.00,   699.24,  1377.50,    28.20,   378.44,    73.70,     3.38,     2.15, 0,     0.00,     0.00,     0.53,     0.70,     9.00,     9.00,     0.83,     0.83,    0.99, -318104.42, -318101.65,     1.01,   31.21,     2.82, 30094151.65,     2.78,     0.01,     0.29, -740589.36,   855.20,   405.95,     1.10,    1.05,    0.00,    0.00,154912.00, 30094151.65,     0.00,     0.00,     0.00,     0.00,    -1.23,    14.62,     0.35,     0.54,     0.46,  360.85,    0.55,  360.85,  299.46,    11.68,     4.37,    18.99,     0.76,     0.87,    94.21,   791.57,   697.36,   660.31,     0.45, 1377.50,  745.63,  631.87, 1377.50,     0.70,   361.12,     73.04,  436.79,   86.38
maize,   206.44,    10.00,    41.18,   -96.44,   100.00,   836.55,  1648.00,    29.98,   374.94,    69.90,     3.33,     2.15, 0,     0.00,     0.00,     0.49,     0.69,     9.00,     9.00,     0.83,     0.83,    0.94, -318535.60, -318532.49,     1.28,   33.38,     2.80, 30136096.10,     3.10,     0.01,     0.37, -741592.44,  1010.43,   414.54,     1.15,    1.00,    0.00,    0.00,156275.37, 30136096.10,     0.00,     0.00,     0.00,     0.00,    -0.92,    14.62,     0.35,     0.45,     0.55,  422.95,    0.54,  422.95,  358.26,    11.68,     4.37,    18.99,     0.86,     1.04,    96.13,   919.10,   822.96,   781.21,     0.46, 1648.00,  742.21,  905.79, 1648.00,     0.53,   419.68,     62.33,  503.29,   65.76
maize,   206.48,    11.00,    41.18,   -96.44,   100.00,   930.76,  1833.60,    31.26,   373.52,    66.00,     3.43,     2.15, 0,     0.00,     0.00,     0.45,     0.70,     9.00,     9.00,     0.83,     0.83,    0.92, -316966.46, -316963.12,     1.55,   34.80,     2.84, 29985365.26,     3.34,     0.01,     0.43, -737938.71,  1122.35,   393.30,     1.17,    0.97,    0.00,    0.00,153227.83, 29985365.26,     0.00,     0.00,     0.00,     0.00,    -0.44,    14.62,     0.35,     0.37,     0.63,  465.09,    0.54,  465.09,  398.61,    11.68,     4.37,    18.99,     0.92,     1.17,    97.05,   991.19,   894.14,   863.70,     0.46, 1833.60,  683.56, 1150.04, 1833.60,     0.40,   452.73,     54.21,  540.83,   50.66
maize,   206.52,    12.00,    41.18,   -96.44,   100.00,   968.32,  1907.60,    32.24,   373.01,    61.70,     3.84,     2.15, 0,     0.00,     0.00,     0.44,     0.71,     9.00,     9.00,     0.83,     0.83,    0.97, -299178.36, -299174.88,     1.85,   35.65,     3.01, 28294692.61,     3.48,     0.01,     0.48, -696524.94,  1176.45,   368.44,     1.18,    0.97,    0.00,    0.00,136729.56, 28294692.61,     0.00,     0.00,     0.00,     0.00,     0.22,    14.62,     0.35,     0.33,     0.67,  482.98,    0.54,  482.98,  414.70,    11.68,     4.37,    18.99,     0.93,     1.19,    97.18,  1002.29,   905.11,   897.67,     0.46, 1907.60,  626.21, 1281.39, 1907.60,     0.38,   457.81,     52.83,  546.61,   48.12
maize,   206.56,    13.00,    41.18,   -96.44,   100.00,   929.19,  1830.50,    32.99,   375.90,    54.40,     4.05,     2.15, 0,     0.00,     0.00,     0.45,     0.71,     9.00,     9.00,     0.83,     0.83,    1.01, -289501.28, -289497.70,     2.29,   36.22,     3.09, 27376035.26,     3.58,     0.01,     0.55, -673995.00,  1142.00,   371.96,     1.16,    0.99,    0.00,    0.00,128855.58, 27376035.26,     0.00,     0.00,     0.00,     0.00,     0.77,    14.62,     0.35,     0.35,     0.65,  467.33,    0.54,  467.33,  397.93,    11.68,     4.37,    18.99,     0.89,     1.10,    96.56,   951.55,   854.99,   865.26,     0.46, 1830.50,  639.67, 1190.83, 1830.50,     0.47,   434.56,     58.86,  520.19,   59.27
maize,   206.60,    14.00,    41.18,   -96.44,   100.00,   855.79,  1685.90,    33.48,   376.94,    51.30,     4.03,     2.15, 0,     0.00,     0.00,     0.46,     0.72,     9.00,     9.00,     0.83,     0.83,    1.01, -297164.56, -297160.92,     2.52,   36.54,     3.08, 28101013.51,     3.64,     0.01,     0.59, -691836.14,  1088.14,   360.96,     1.12,    1.03,    0.00,    0.00,132584.39, 28101013.51,     0.00,     0.00,     0.00,     0.00,     1.13,    14.62,     0.35,     0.37,     0.63,  438.02,    0.54,  438.02,  366.50,    11.68,     4.37,    18.99,     0.80,     0.94,    95.04,   842.85,   747.81,   804.52,     0.46, 1685.90,  628.50, 1057.40, 1685.90,     0.64,   384.68,     69.30,  463.55,   79.03
maize,   206.65,    15.00,    41.18,   -96.44,   100.00,   731.93,  1441.90,    33.62,   377.35,    48.90,     3.42,     2.15, 0,     0.00,     0.00,     0.49,     0.73,     9.00,     9.00,     0.83,     0.83,    1.07, -292726.93, -292723.28,     2.66,   36.59,     2.84, 27692518.68,     3.65,     0.01,     0.61, -681504.65,   986.81,   336.68,     1.05,    1.10,    0.00,    0.00,141748.59, 27692518.68,     0.00,     0.00,     0.00,     0.00,     1.37,    14.62,     0.35,     0.41,     0.59,  384.34,    0.55,  384.34,  313.46,    11.68,     4.37,    18.99,     0.68,     0.75,    92.21,   684.80,   592.60,   697.80,     0.45, 1441.90,  597.94,  843.96, 1441.90,     0.82,   311.95,     78.37,  380.96,   97.63
maize,   206.69,    16.00,    41.18,   -96.44,   100.00,   555.58,  1094.50,    33.39,   378.39,    50.70,     3.87,     2.15, 0,     0.00,     0.00,     0.54,     0.75,     9.00,     9.00,     0.83,     0.83,    1.16, -292889.50, -292886.01,     2.53,   35.73,     3.02, 27699421.28,     3.50,     0.01,     0.55, -681883.50,   822.96,   287.31,     0.92,    1.22,    0.00,    0.00,133350.26, 27699421.28,     0.00,     0.00,     0.00,     0.00,     1.56,    14.62,     0.35,     0.48,     0.52,  301.93,    0.56,  301.93,  237.93,    11.68,     4.37,    18.99,     0.52,     0.55,    87.10,   490.89,   403.79,   539.86,     0.44, 1094.50,  523.78,  570.72, 1094.50,     1.02,   222.17,     79.28,  278.80,  103.74
maize,   207.31,     7.00,    41.18,   -96.44,   100.00,    74.92,   147.60,    23.07,   432.06,    99.90,     2.65,     2.07, 0,     0.09,     0.09,     0.85,     0.85,     9.00,     9.00,     0.83,     0.83,    1.17,     1.48,     3.32,     0.00,   23.49,     2.50,   358.46,     1.84,     0.02,     0.02,     8.02,    77.02,    77.02,     0.85,    1.22,    0.00,    0.00,  431.25,   358.46,     0.00,     0.00,     0.00,     0.00,    -1.62,    14.59,     0.34,     1.00,     0.00,   41.37,    0.56,   41.37,   32.09,    11.68,     4.38,    18.97,     0.46,     0.48,    84.24,   414.23,   329.98,    73.45,     0.44,  147.60,  147.60,    0.00,  147.60,     1.09,   186.39,     76.36,  237.88,  100.88
maize,   207.35,     8.00,    41.18,   -96.44,   100.00,   104.16,   205.20,    23.17,   424.99,    98.10,     2.34,     2.07, 0,     0.14,     0.14,     0.83,     0.83,     9.00,     9.00,     0.83,     0.83,    1.16,     3.38,     5.25,     0.05,   23.76,     2.35,   320.08,     1.87,     0.03,     0.08,    12.66,   107.51,   107.51,     1.00,    1.07,    0.00,    0.00,  423.02,   320.08,     0.00,     0.00,     0.00,     0.00,    -1.44,    14.59,     0.34,     1.00,     0.00,   55.33,    0.55,   55.33,   44.61,    11.68,     4.38,    18.97,     0.63,     0.68,    90.68,   616.76,   526.08,    99.94,     0.45,  205.20,  205.20,    0.00,  205.20,     0.89,   280.49,     80.00,  345.22,  101.90
maize,   207.40,     9.00,    41.18,   -96.44,   100.00,    92.59,   182.40,    23.05,   416.21,    87.50,     1.84,     2.07, 0,     0.17,     0.17,     0.84,     0.84,     9.00,     9.00,     0.83,     0.83,    1.09,     5.00,     6.84,     0.35,   23.49,     2.08,   290.26,     1.84,     0.03,     0.27,    16.51,    95.78,    95.78,     1.08,    0.99,    0.00,    0.00,  412.92,   290.26,     0.00,     0.00,     0.00,     0.00,    -1.22,    14.59,     0.34,     1.00,     0.00,   47.80,    0.55,   47.80,   39.65,    11.68,     4.38,    18.97,     0.76,     0.87,    94.19,   789.65,   695.46,    87.45,     0.45,  182.40,  182.40,    0.00,  182.40,     0.70,   360.18,     73.18,  435.73,   86.65
maize,   207.44,    10.00,    41.18,   -96.44,   100.00,   110.10,   216.90,    22.71,   414.13,    93.60,     1.81,     2.07, 0,     0.15,     0.15,     0.83,     0.83,     9.00,     9.00,     0.83,     0.83,    1.14,     3.69,     5.52,     0.18,   23.36,     2.06,   304.43,     1.83,     0.03,     0.15,    13.33,   114.03,   114.03,     1.13,    0.94,    0.00,    0.00,  411.68,   304.43,     0.00,     0.00,     0.00,     0.00,    -0.91,    14.59,     0.34,     1.00,     0.00,   55.68,    0.54,   55.68,   47.15,    11.68,     4.38,    18.97,     0.86,     1.04,    96.12,   917.35,   821.23,   102.84,     0.46,  216.90,  216.90,    0.00,  216.90,     0.53,   418.82,     62.52,  502.31,   66.12
maize,   207.48,    11.00,    41.18,   -96.44,   100.00,    72.69,   143.20,    22.57,   413.67,    99.20,     1.56,     2.07, 0,     0.16,     0.16,     0.85,     0.85,     9.00,     9.00,     0.83,     0.83,    1.11,     4.65,     6.45,     0.02,   23.05,     1.92,   300.85,     1.80,     0.03,     0.07,    15.56,    75.33,    75.33,     1.15,    0.92,    0.00,    0.00,  410.35,   300.85,     0.00,     0.00,     0.00,     0.00,    -0.44,    14.59,     0.34,     1.00,     0.00,   36.33,    0.54,   36.33,   31.13,    11.68,     4.38,    18.97,     0.92,     1.17,    97.04,   989.56,   892.51,    67.46,     0.46,  143.20,  143.20,    0.00,  143.20,     0.41,   451.91,     54.43,  539.91,   51.06
maize,   207.52,    12.00,    41.18,   -96.44,   100.00,    52.18,   102.80,    22.44,   414.94,    99.90,     1.45,     2.07, 0,     0.12,     0.12,     0.86,     0.86,     9.00,     9.00,     0.83,     0.83,    1.15,     2.94,     4.72,     0.00,   22.81,     1.85,   317.20,     1.78,     0.02,     0.03,    11.38,    54.08,    54.08,     1.16,    0.92,    0.00,    0.00,  412.76,   317.20,     0.00,     0.00,     0.00,     0.00,     0.21,    14.59,     0.34,     1.00,     0.00,   26.04,    0.54,   26.04,   22.35,    11.68,     4.38,    18.97,     0.93,     1.19,    97.18,  1000.68,   903.50,    48.38,     0.46,  102.80,  102.80,    0.00,  102.80,     0.38,   457.01,     53.05,  545.69,   48.52
maize,   207.56,    13.00,    41.18,   -96.44,   100.00,    25.89,    51.00,    22.39,   418.09,    99.90,     1.86,     2.07, 0,     0.05,     0.05,     0.88,     0.88,     9.00,     9.00,     0.83,     0.83,    1.19,     0.15,     1.90,     0.00,   22.56,     2.09,   404.92,     1.75,     0.01,     0.01,     4.59,    26.82,    26.82,     1.14,    0.93,    0.00,    0.00,  417.99,   404.92,     0.00,     0.00,     0.00,     0.00,     0.77,    14.59,     0.34,     1.00,     0.00,   13.02,    0.54,   13.02,   11.09,    11.68,     4.38,    18.97,     0.89,     1.09,    96.55,   949.87,   853.32,    24.11,     0.46,   51.00,   51.00,    0.00,   51.00,     0.48,   433.73,     59.06,  519.25,   59.65
maize,   207.60,    14.00,    41.18,   -96.44,   100.00,    71.73,   141.30,    17.02,   423.19,    99.90,     0.82,     2.07, 0,     0.04,     0.04,     0.85,     0.85,     9.00,     9.00,     0.83,     0.83,    1.20,     0.22,     1.56,     0.00,   17.68,     1.39,   404.75,     1.33,     0.01,     0.02,     3.75,    74.24,    74.24,     1.10,    0.97,    0.00,    0.00,  422.97,   404.75,     0.00,     0.00,     0.00,     0.00,     1.13,    14.59,     0.34,     1.00,     0.00,   36.72,    0.54,   36.72,   30.72,    11.68,     4.38,    18.97,     0.80,     0.93,    95.02,   841.03,   746.01,    67.44,     0.46,  141.30,  141.30,    0.00,  141.30,     0.64,   383.79,     69.46,  462.54,   79.33
maize,   207.65,    15.00,    41.18,   -96.44,   100.00,   127.41,   251.00,    11.23,   417.89,    99.90,     1.96,     2.07, 0,     0.26,     0.26,     0.82,     0.82,     9.00,     9.00,     0.83,     0.83,    1.18,     8.33,     9.30,     0.00,   12.03,     2.15,   289.58,     0.96,     0.05,     0.08,    22.44,   131.63,   131.63,     1.03,    1.04,    0.00,    0.00,  412.57,   289.58,     0.00,     0.00,     0.00,     0.00,     1.37,    14.59,     0.34,     1.00,     0.00,   66.93,    0.55,   66.93,   54.57,    11.68,     4.38,    18.97,     0.68,     0.75,    92.17,   682.78,   590.61,   121.49,     0.45,  251.00,  251.00,    0.00,  251.00,     0.83,   310.97,     78.44,  379.85,   97.79
maize,   207.69,    16.00,    41.18,   -96.44,   100.00,   121.02,   238.40,    12.08,   417.74,    99.90,     1.98,     2.07, 0,     0.19,     0.19,     0.83,     0.83,     9.00,     9.00,     0.83,     0.83,    1.15,     5.86,     6.87,     0.00,   12.84,     2.16,   298.37,     1.01,     0.04,     0.06,    16.57,   124.62,   124.62,     0.91,    1.16,    0.00,    0.00,  414.02,   298.37,     0.00,     0.00,     0.00,     0.00,     1.56,    14.59,     0.34,     1.00,     0.00,   65.79,    0.56,   65.79,   51.83,    11.68,     4.38,    18.97,     0.52,     0.55,    87.03,   488.65,   401.62,   117.62,     0.44,  238.40,  238.40,    0.00,  238.40,     1.02,   221.10,     79.22,  277.58,  103.69
maize,   208.31,     7.00,    41.18,   -96.44,   100.00,   365.94,   720.90,    20.13,   407.49,    85.50,     2.97,     2.00, 0,     0.67,     0.67,     0.66,     0.76,     9.00,     9.00,     0.83,     0.83,    1.44,    15.27,    16.94,     0.34,   21.72,     2.64,   252.84,     1.67,     0.08,     0.91,    42.45,   504.46,   274.16,     0.84,    1.16,    0.00,    0.00,  399.58,   252.84,     0.00,     0.00,     0.00,     0.00,    -1.62,    14.56,     0.34,     0.69,     0.31,  202.15,    0.56,  202.15,  156.72,    11.68,     4.40,    18.96,     0.46,     0.48,    84.15,   411.83,   327.68,   358.87,     0.44,  720.90,  500.92,  219.98,  720.90,     1.09,   185.24,     76.24,  236.56,  100.73
